#{"t_start": 1764699795.7504928, "env_id": "None"}
r,l,t
-15.82,209,351.350697
-15.88,206,352.47029
-16.16,192,352.613327
9.88,294,352.825972
-16.0,200,352.977186
-3.68,216,353.178975
-15.8,210,353.35399
35.4,370,353.680603
62.34,517,385.40531
11.18,359,385.731768
-16.04,198,385.921802
-15.88,206,386.079914
-15.84,208,386.244963
-15.92,204,386.386484
-15.96,202,386.528494
-15.82,209,386.674001
24.26,413,386.99181
-16.02,199,387.160874
-16.04,198,387.305304
-3.68,216,387.484891
22.88,344,390.447501
-15.64,218,390.626537
-15.92,204,390.794045
-15.72,214,390.987159
49.36,468,422.749643
-15.9,205,422.898532
-16.0,200,423.06255
50.24,512,423.459676
-15.86,207,423.61628
-15.84,208,423.764516
9.36,268,423.953559
24.2,410,424.307488
-15.88,206,424.487725
-15.96,202,424.666867
-3.62,219,424.86399
-15.96,202,425.043163
9.98,299,425.312994
-15.92,204,425.483009
-15.88,206,425.661033
-15.88,206,425.822197
-16.1,195,458.904408
-16.0,200,459.058425
-15.98,201,459.199933
-15.96,202,459.369951
-15.94,203,459.551484
-15.86,207,459.735063
-15.84,208,459.89157
23.26,363,460.190622
-16.06,197,460.380155
-15.9,205,460.534694
-15.82,209,460.724724
-15.96,202,460.873235
-15.84,208,461.083808
-15.92,204,461.266854
49.32,466,461.637427
-2.9,255,461.830958
-16.0,200,461.984043
24.62,431,493.876784
-15.96,202,494.038709
101.22,661,512.761709
11.02,351,513.063244
-15.72,214,513.246978
22.98,349,513.576035
-15.88,206,513.784625
35.36,368,514.10459
48.46,423,514.488157
-2.56,272,514.735695
10.04,302,514.969015
-15.96,202,515.145031
23.54,377,546.717448
-15.8,210,546.875493
-15.94,203,547.027507
-2.9,255,547.20716
-15.88,206,547.386176
282.4,1320,566.720537
-15.82,209,566.895553
-15.88,206,567.050065
-15.96,202,567.232651
23.18,359,567.5497
113.98,699,568.242747
205.4,1070,601.282734
-15.98,201,601.460854
47.68,384,601.763921
9.94,297,601.99502
-15.86,207,602.158135
-2.76,262,602.361148
205.74,1087,621.247941
-3.66,217,621.426085
-15.98,201,621.589612
-15.94,203,621.761118
9.46,273,653.992076
-15.96,202,654.174261
164.68,834,654.93577
-16.16,192,655.098783
100.08,604,655.657031
35.48,374,655.964182
-15.9,205,656.123198
11.36,368,656.415231
-15.92,204,656.562758
10.32,316,656.840525
9.4,270,674.861519
-15.86,207,675.038054
-16.0,200,675.197562
-2.72,264,707.046653
141.14,857,707.79613
22.92,346,708.129124
112.66,633,708.645159
167.48,974,709.525676
-15.94,203,709.69571
50.48,524,710.166624
-15.94,203,710.32564
428.16,2008,764.785819
36.76,438,765.140532
23.16,358,765.495113
151.06,753,766.264953
-15.9,205,766.44304
-15.96,202,766.643055
22.82,341,799.32126
-2.6,270,799.542553
-15.88,206,799.722584
114.74,737,818.625069
126.96,748,819.256364
207.1,1155,820.361832
139.8,790,821.055523
23.26,363,853.54445
-3.64,218,853.736337
230.06,1103,854.67884
88.6,630,873.188988
75.56,578,873.745303
-15.86,207,873.919823
427.36,1968,908.356283
76.3,615,908.939416
10.94,347,909.2684
-15.78,211,909.494422
9.36,268,909.756539
362.34,1717,929.970014
62.8,540,963.087828
62.46,523,963.585289
-16.06,197,963.775117
179.86,993,964.645201
76.32,616,965.222192
191.74,987,966.137304
34.92,346,1017.482169
-15.98,201,1017.693756
35.58,379,1018.034801
-15.94,203,1018.260804
48.36,418,1018.625445
439.44,1972,1020.499252
428.98,2049,1072.499846
36.3,415,1072.937975
311.2,1560,1074.420623
478.3,2115,1108.804687
322.26,1513,1128.506335
11.4,370,1128.894392
272.12,1406,1163.179871
10.14,307,1163.438963
62.8,540,1163.939886
23.32,366,1164.241979
63.54,577,1164.746813
204.48,1024,1183.868973
258.84,1342,1217.252625
49.5,475,1217.704239
222.34,1317,1219.014555
349.62,1681,1239.164086
21.6,280,1270.912874
9.44,272,1271.132873
-2.56,272,1271.356873
153.5,875,1272.097875
22.04,302,1272.356873
37.22,461,1272.800873
113.74,687,1273.463873
47.38,369,1273.754872
-15.8,210,1273.902873
-16.02,199,1274.042873
9.56,278,1274.240873
143.34,967,1327.564647
-2.62,269,1327.784247
48.12,406,1328.162368
-2.72,264,1328.377811
-2.38,281,1328.631571
-15.64,218,1328.798596
-16.0,200,1328.946102
-16.04,198,1329.093622
21.4,270,1329.316311
-2.46,277,1329.519339
-3.9,205,1329.669845
-15.76,212,1329.860016
155.86,993,1363.644981
-15.88,206,1363.792981
38.08,504,1383.704703
-15.98,201,1383.865838
90.92,746,1384.448837
-2.52,274,1384.757117
-16.02,199,1384.938131
10.96,348,1385.236196
-2.66,267,1385.515503
-15.8,210,1385.687975
-3.74,213,1385.860986
9.62,281,1386.092962
9.42,271,1415.548135
35.6,380,1415.856496
10.72,336,1416.097125
9.9,295,1416.324642
-15.96,202,1416.481658
-2.5,275,1416.689067
-2.04,298,1416.912309
10.52,326,1433.635836
-3.64,218,1433.817858
36.16,408,1434.203782
-3.84,208,1434.366802
-16.02,199,1434.518817
-15.94,203,1434.668517
9.9,295,1434.916549
49.52,476,1464.078464
24.98,449,1464.434315
63.36,568,1464.852384
-2.66,267,1465.045401
-2.76,262,1465.23294
130.56,928,1465.954661
24.76,438,1483.177933
-16.1,195,1483.318444
-2.56,272,1483.520865
-2.58,271,1483.727054
-15.8,210,1483.893298
24.42,421,1513.07294
10.66,333,1513.368991
-2.52,274,1513.586017
102.42,721,1514.131782
-2.4,280,1514.363316
35.9,395,1514.707375
23.62,381,1515.011896
88.58,629,1515.499182
9.42,271,1515.697203
-15.9,205,1515.870215
36.1,405,1545.326585
10.98,349,1545.579105
36.12,406,1545.88533
-3.78,211,1546.035168
36.54,427,1546.346443
24.0,400,1546.659218
-15.82,209,1546.80875
-15.82,209,1546.983774
-15.92,204,1547.147292
89.78,689,1547.673415
23.36,368,1547.964942
10.88,344,1548.270478
36.74,437,1577.210442
-15.88,206,1577.384455
-15.88,206,1592.144124
75.48,574,1592.617838
-3.8,210,1592.808132
-2.46,277,1593.030292
-3.5,225,1593.18844
117.16,858,1593.86009
23.24,362,1594.151665
-16.02,199,1594.290463
-16.0,200,1594.429494
62.3,515,1623.817643
49.52,476,1624.217243
-3.88,206,1624.370311
-3.68,216,1624.520345
-16.06,197,1624.685856
11.16,358,1624.93039
-16.02,199,1641.575662
-15.8,210,1641.739769
49.0,450,1642.108809
-15.94,203,1642.254316
37.3,465,1642.665792
-15.82,209,1642.809806
-2.06,297,1643.036113
37.58,479,1643.426005
-2.54,273,1672.716954
-3.72,214,1672.86449
10.0,300,1673.071007
9.98,299,1673.298651
9.3,265,1673.504667
-2.38,281,1673.723696
23.4,370,1673.987767
11.2,360,1674.293291
9.5,275,1689.049699
11.74,387,1689.384024
64.04,602,1689.888206
-3.84,208,1690.091355
-16.18,191,1690.228679
-3.66,217,1720.189558
23.38,369,1720.480605
-15.78,211,1720.64062
-16.02,199,1720.794548
-15.98,201,1720.959572
-3.54,223,1721.116075
74.66,533,1721.515599
-16.0,200,1721.691151
-16.0,200,1721.830302
75.78,589,1722.237952
-15.82,209,1722.391499
-16.04,198,1722.535023
-15.92,204,1739.424458
23.7,385,1739.74699
-16.06,197,1739.884538
9.32,266,1768.494164
-2.58,271,1768.729246
-15.78,211,1768.888312
37.0,450,1769.233833
-15.9,205,1769.379866
9.6,280,1769.575915
-2.5,275,1769.77395
-15.88,206,1769.921461
63.46,573,1770.350751
-16.04,198,1770.485775
-3.6,220,1770.661288
-2.18,291,1770.871964
-16.1,195,1771.02099
-15.94,203,1771.22102
-2.64,268,1771.417883
-15.8,210,1800.739302
-3.88,206,1817.512976
11.16,358,1817.808534
-15.94,203,1817.958042
-2.62,269,1818.189699
-15.88,206,1818.336772
23.5,375,1818.618299
-2.64,268,1818.839315
62.76,538,1819.299936
10.6,330,1819.584954
-15.8,210,1819.743522
-15.98,201,1819.88603
-15.88,206,1820.039045
73.26,463,1820.441085
-2.42,279,1849.492693
88.32,616,1849.958813
21.56,278,1850.150342
9.62,281,1862.917658
-3.7,215,1863.065766
23.72,386,1863.360194
-15.72,214,1863.506289
-2.48,276,1863.731304
-15.94,203,1863.889543
-15.7,215,1864.07926
-3.7,215,1864.228547
112.98,649,1864.747027
9.56,278,1864.955749
87.94,597,1893.854611
9.56,278,1894.050632
74.58,529,1894.435185
-15.9,205,1894.626209
-3.84,208,1894.787654
9.88,294,1894.99569
-2.5,275,1912.122029
-2.86,257,1912.29756
64.34,617,1912.740815
74.7,535,1913.194895
9.56,278,1913.41351
36.56,428,1942.848819
-2.7,265,1943.049943
62.46,523,1943.487912
35.62,381,1943.796093
35.42,371,1944.085232
74.3,515,1944.48778
48.94,447,1944.818318
-15.92,204,1954.589716
23.06,353,1954.853256
23.8,390,1955.2373
-16.0,200,1955.384313
99.32,566,1985.620636
48.84,442,1985.944185
-15.96,202,1986.088197
65.12,656,1986.552241
37.4,470,1986.919667
-15.92,204,1987.063228
35.22,361,1987.358265
60.6,430,1987.672893
-15.78,211,1987.871432
-15.96,202,1988.026938
100.58,629,2019.589621
-3.78,211,2019.788163
101.02,651,2020.287699
60.74,437,2020.608942
9.4,270,2020.814959
75.78,589,2021.22948
-15.88,206,2021.373456
61.08,454,2021.722831
-15.92,204,2021.87775
23.04,352,2022.163169
-2.52,274,2022.357678
23.22,361,2051.191339
9.88,294,2051.425939
-15.78,211,2051.595951
23.62,381,2054.491975
99.7,585,2054.940529
153.6,880,2055.690115
35.92,396,2056.024652
99.7,585,2056.489698
181.88,1094,2086.432222
9.5,275,2086.640429
9.52,276,2086.848609
-15.98,201,2086.999629
-15.78,211,2087.15815
-16.06,197,2087.311164
193.26,1063,2089.20068
50.2,510,2089.599718
37.14,457,2089.952983
9.66,283,2090.155996
60.62,431,2119.148014
22.8,340,2119.423046
-16.04,198,2119.562569
-15.8,210,2119.724101
115.02,751,2120.31574
86.66,533,2120.752052
75.68,584,2135.654572
74.66,533,2136.073776
36.44,422,2136.404716
87.64,582,2165.14811
9.68,284,2165.359125
9.5,275,2165.575649
63.02,551,2165.997722
77.38,669,2166.50863
230.4,1120,2167.43371
401.48,1874,2204.331583
35.28,364,2204.610103
86.06,503,2205.002239
36.22,411,2205.346269
23.2,360,2205.666361
87.4,570,2206.153414
-15.92,204,2206.341942
9.9,295,2206.611959
-2.58,271,2206.824019
-16.02,199,2235.170825
49.12,456,2245.39538
9.34,267,2245.644395
-2.14,293,2245.855195
9.84,292,2246.078341
62.7,535,2246.52582
35.72,386,2246.811798
-2.58,271,2247.018023
140.18,809,2247.661609
-16.14,193,2247.850118
9.64,282,2248.072894
-2.38,281,2248.2836
177.88,894,2279.085497
140.7,835,2288.894744
-15.84,208,2289.216918
177.44,872,2290.176044
35.36,368,2290.572699
281.48,1274,2327.790231
-2.7,265,2327.999858
34.98,349,2328.309417
-15.9,205,2328.507439
112.06,603,2329.023525
166.84,942,2340.854678
48.84,442,2341.276724
-2.8,260,2341.532706
9.82,291,2341.78798
138.8,740,2394.553089
258.16,1308,2396.891791
177.12,856,2398.404172
64.26,613,2420.799299
74.36,518,2421.767893
165.12,856,2496.008831
50.44,522,2496.962894
219.6,1180,2499.267379
284.18,1409,2501.957311
9.58,279,2502.501963
168.46,1023,2590.677284
61.18,459,2591.52885
205.12,1056,2593.4506
62.54,527,2594.447219
322.04,1502,2668.458771
23.4,370,2669.116168
9.72,286,2698.040406
90.0,700,2699.314822
25.02,451,2700.110654
9.94,297,2700.633547
180.68,1034,2702.464654
101.64,682,2703.661583
101.68,684,2746.692986
49.16,458,2747.127697
90.12,706,2766.788799
-15.9,205,2766.998616
-15.58,221,2767.194611
-15.9,205,2767.367423
-2.48,276,2767.668822
232.96,1248,2768.826628
-15.9,205,2769.014782
-16.0,200,2803.756229
115.26,763,2804.444716
25.08,454,2804.84887
9.36,268,2805.060133
9.8,290,2805.307301
-3.86,207,2805.507147
35.98,399,2824.447394
49.44,472,2824.904387
35.9,395,2825.641879
9.7,285,2826.195107
194.42,1121,2902.525895
-15.72,214,2902.947124
115.44,772,2904.454233
127.08,754,2905.85163
9.54,277,2906.349025
-16.02,199,2906.764763
179.14,957,2950.151948
35.42,371,3031.422321
37.96,498,3032.374551
-2.08,296,3032.925634
-3.72,214,3033.340309
36.54,427,3034.160008
50.7,535,3035.15114
-2.48,276,3035.620345
-2.36,282,3036.541731
9.62,281,3037.017568
-2.1,295,3037.541995
-16.18,191,3037.863952
-16.28,186,3038.125035
-2.64,268,3038.558363
24.26,413,3110.443797
-15.96,202,3110.688334
116.52,826,3113.553138
48.94,447,3114.092539
36.86,443,3114.604808
-3.74,213,3114.871371
10.56,328,3115.232608
-3.78,211,3115.463753
21.8,290,3115.79358
-3.74,213,3116.029914
49.04,452,3116.58793
48.82,441,3165.316739
-15.96,202,3165.544703
-2.66,267,3165.865503
129.04,852,3186.447448
49.06,453,3186.995041
21.94,297,3187.308038
-3.56,222,3187.536001
-2.26,287,3187.849856
47.66,383,3188.241295
77.02,651,3188.946278
-3.6,220,3189.186801
64.58,629,3233.485457
76.14,607,3234.176049
77.06,653,3234.823385
222.44,1322,3255.885662
63.62,581,3256.541037
37.0,450,3303.603429
63.52,576,3304.27528
74.94,547,3304.862228
-3.66,217,3305.089852
-15.94,203,3305.313602
48.54,427,3305.761657
9.84,292,3306.072613
117.26,863,3328.469205
247.44,1372,3377.24352
140.72,836,3378.169188
113.62,681,3379.00387
102.48,724,3379.809071
48.98,449,3380.336957
23.0,350,3380.717551
-15.94,203,3397.50247
115.8,790,3444.222772
74.82,541,3444.82737
127.06,753,3445.586623
-2.6,270,3445.88116
9.6,280,3446.202008
-15.96,202,3446.414883
9.8,290,3446.701099
-3.88,206,3446.949805
-2.4,280,3447.255507
49.18,459,3447.80654
9.86,293,3448.141251
113.98,699,3518.044575
-15.68,216,3518.306123
-16.02,199,3518.516732
9.78,289,3518.846571
49.76,488,3519.349107
76.18,609,3520.053962
23.5,375,3520.50418
76.58,629,3521.27307
74.92,546,3521.862108
38.52,526,3566.67835
-3.84,208,3566.935642
48.7,435,3567.41485
90.16,708,3586.53838
35.74,387,3586.983294
36.48,424,3587.484379
75.52,576,3588.108873
10.84,342,3588.441631
-15.7,215,3588.67743
22.9,345,3589.065815
-15.7,215,3632.560623
49.12,456,3633.029833
11.06,353,3633.422767
140.5,825,3634.343224
35.74,387,3634.773677
34.98,349,3657.934732
63.54,577,3658.579425
91.58,779,3659.440788
35.22,361,3705.243642
48.42,421,3705.790843
35.64,382,3706.207369
22.82,341,3706.650529
62.92,546,3707.246505
216.5,1025,3708.819543
62.44,522,3733.375924
75.66,583,3734.036958
86.16,508,3776.636719
-15.76,212,3776.853734
23.44,372,3777.287354
36.64,432,3777.79684
-15.96,202,3778.014576
-16.06,197,3778.253708
9.52,276,3778.631821
22.98,349,3779.030893
48.48,424,3779.580273
87.4,570,3780.384252
-2.56,272,3780.740474
23.46,373,3781.283729
-16.14,193,3878.903509
127.16,758,3879.628081
9.34,267,3879.89904
323.04,1552,3881.547204
87.26,563,3882.115499
140.38,819,3922.906322
48.96,448,3923.384836
9.68,284,3923.742599
-15.8,210,3924.004172
9.66,283,3941.647239
36.46,423,3942.074807
9.28,264,3942.317553
153.62,881,3943.15814
-2.58,271,3943.433982
49.6,480,3943.85955
61.16,458,3944.320756
-15.88,206,3995.3359
35.6,380,3995.68952
35.74,387,3996.065278
22.74,337,3996.461776
-2.48,276,3996.747257
-15.92,204,3996.934436
-2.62,269,4017.48107
9.44,272,4017.794968
35.54,377,4018.182139
9.5,275,4018.438717
35.54,377,4018.806978
74.78,539,4019.299582
243.96,1198,4062.335926
9.8,290,4062.620623
24.9,445,4063.029595
127.98,799,4063.808113
76.48,624,4085.579338
62.44,522,4086.067629
36.36,418,4086.464592
126.4,720,4123.529263
11.0,350,4123.872842
-2.4,280,4124.107991
36.8,440,4124.557279
10.84,342,4124.860511
35.62,381,4125.219661
74.1,505,4125.716674
151.88,794,4147.087059
-2.66,267,4147.309278
