#{"t_start": 1764699795.7564971, "env_id": "None"}
r,l,t
23.24,362,1363.565977
-16.0,200,1363.728977
129.7,885,1383.93134
-16.1,195,1384.075848
-15.94,203,1384.226861
-15.92,204,1384.404833
77.2,660,1385.070632
10.84,342,1385.383481
-15.94,203,1385.569498
-15.72,214,1385.734475
-15.86,207,1385.923744
36.24,412,1415.489624
235.02,1351,1416.523181
50.68,534,1416.926305
23.32,366,1433.695834
10.84,342,1434.027269
-15.9,205,1434.188775
-2.38,281,1434.405801
-16.04,198,1434.554813
-15.88,206,1434.737182
-15.92,204,1434.891039
-15.98,201,1435.050051
-15.98,201,1464.000947
77.8,690,1464.524818
-2.06,297,1464.751852
23.98,399,1465.040397
-3.78,211,1465.18642
-15.96,202,1465.331434
62.44,522,1465.736484
63.86,593,1483.098422
9.84,292,1483.309439
22.08,304,1483.536368
-2.02,299,1483.767555
10.04,302,1512.861318
-15.88,206,1513.021429
-16.04,198,1513.180971
-15.98,201,1513.362987
23.64,382,1513.676522
-3.74,213,1513.833757
77.18,659,1514.342313
-3.68,216,1514.513832
-2.38,281,1514.790878
-16.08,196,1514.930386
-15.78,211,1515.080407
-2.34,283,1515.311991
9.98,299,1515.534179
62.26,513,1516.545584
89.34,667,1545.585101
24.54,427,1545.901326
-3.86,207,1546.047923
-15.88,206,1546.203933
-15.9,205,1546.347441
24.74,437,1546.689743
90.5,725,1547.245799
-15.98,201,1547.416322
-16.12,194,1547.565127
-3.92,204,1547.710409
-15.92,204,1547.87643
24.94,447,1548.264473
50.08,504,1577.271944
63.14,557,1592.322308
49.12,456,1592.709621
23.58,379,1593.01429
221.18,1259,1594.000118
49.36,468,1594.33098
-16.0,200,1594.470492
-2.58,271,1594.689705
-2.76,262,1623.883649
36.4,420,1624.232286
-2.24,288,1624.442815
-2.28,286,1624.662848
24.78,439,1624.969894
9.24,262,1641.659673
-15.88,206,1641.858287
10.04,302,1642.087301
35.54,377,1642.373042
113.44,672,1642.919309
-16.02,199,1643.076111
-3.86,207,1643.247363
-2.32,284,1672.565936
-15.96,202,1672.70595
21.54,277,1672.897991
-2.72,264,1673.079006
9.34,267,1673.284645
23.32,366,1673.565167
-15.92,204,1673.726693
-15.72,214,1673.880256
36.48,424,1674.230286
-2.34,283,1674.440837
-15.9,205,1689.185113
35.5,375,1689.481399
-3.66,217,1689.651945
38.16,508,1690.1111
38.3,515,1720.280062
62.94,547,1720.712125
-15.84,208,1720.89505
-15.78,211,1721.042566
-15.98,201,1721.184582
-15.96,202,1721.34058
-15.8,210,1721.499595
23.14,357,1721.784298
-16.14,193,1721.922805
23.66,383,1722.183939
-15.88,206,1722.337991
49.48,474,1739.417453
-15.94,203,1739.572469
62.8,540,1768.410643
-3.54,223,1768.594175
130.44,922,1769.302336
76.16,608,1769.737418
37.02,451,1770.084853
-15.8,210,1770.230401
-15.86,207,1770.374254
-15.74,213,1770.521771
-15.86,207,1770.69479
-16.02,199,1770.831301
10.68,334,1771.1085
-3.8,210,1771.286521
23.08,354,1800.717297
-2.4,280,1817.547972
-15.82,209,1817.720015
-15.66,217,1817.888036
23.32,366,1818.191699
-15.96,202,1818.336768
-15.98,201,1818.487784
-15.9,205,1818.654298
-15.74,213,1818.822311
9.38,269,1819.04741
9.54,277,1819.283929
9.94,297,1819.546947
-15.74,213,1819.710011
49.36,468,1820.062043
49.2,460,1820.460098
-16.02,199,1849.428687
48.94,447,1849.777223
-15.82,209,1849.932809
35.44,372,1850.195859
50.52,526,1863.132272
35.58,379,1863.419779
9.64,282,1863.646791
-15.72,214,1863.816537
-15.92,204,1863.975053
-16.16,192,1864.131021
9.48,274,1864.348805
37.36,468,1864.714024
-15.86,207,1864.866236
-15.66,217,1893.465059
9.52,276,1893.69058
24.74,437,1894.003115
-16.2,190,1894.139139
35.6,380,1894.417181
101.54,677,1894.956676
-2.74,263,1912.063022
9.88,294,1912.276564
35.9,395,1912.553093
-15.72,214,1912.711307
-16.02,199,1912.88632
50.7,535,1913.315167
165.8,890,1943.12794
9.98,299,1943.367386
-16.0,200,1943.539405
-16.0,200,1943.703985
35.64,382,1944.006114
9.36,268,1944.220737
-15.78,211,1944.380749
-16.0,200,1944.531292
61.8,490,1944.886821
113.74,687,1955.050762
-15.96,202,1955.262801
-3.92,204,1955.412307
63.32,566,1985.647139
127.86,793,1986.220696
-16.06,197,1986.357223
-2.58,271,1986.553237
-2.62,269,1986.782153
9.74,287,1986.982169
-15.98,201,1987.12273
-15.64,218,1987.307762
-15.98,201,1987.461351
-15.92,204,1987.608379
-15.76,212,1987.797398
-15.94,203,1987.970934
112.28,614,2019.519102
36.9,445,2019.920666
111.56,578,2020.347008
-16.16,192,2020.482155
-2.62,269,2020.674444
9.46,273,2020.879463
74.54,527,2021.24948
190.6,930,2021.961252
-15.94,203,2022.122654
-15.76,212,2022.274672
-15.84,208,2022.434178
35.22,361,2051.273836
125.14,657,2054.380462
9.34,267,2054.611477
-15.9,205,2054.757503
190.78,939,2055.518084
-2.34,283,2055.769618
-2.76,262,2055.993648
-2.5,275,2056.201661
9.52,276,2056.428187
257.08,1254,2086.489733
88.7,635,2086.975121
62.68,534,2088.363979
-2.62,269,2088.578006
9.3,265,2088.816549
76.0,600,2089.342183
9.86,293,2089.562205
9.64,282,2089.767459
48.72,436,2090.101992
217.94,1097,2119.600071
-16.08,196,2119.750613
115.42,771,2120.375738
35.48,374,2120.678544
-15.88,206,2120.831559
9.4,270,2135.497046
36.46,423,2135.819087
-15.96,202,2135.968264
-15.76,212,2136.147279
88.56,628,2136.669627
-15.98,201,2165.079094
75.64,582,2165.536136
89.1,655,2166.028986
376.06,1803,2167.487708
-16.08,196,2174.176409
48.74,437,2174.503622
74.78,539,2203.814404
-2.28,286,2204.053564
140.74,837,2204.699696
60.84,442,2205.05274
243.88,1194,2206.059391
165.48,874,2206.835531
269.36,1268,2245.905191
-16.0,200,2246.054337
139.9,795,2246.703618
48.56,428,2247.023017
11.1,355,2247.280421
151.88,794,2247.972127
37.34,467,2278.049622
271.98,1399,2288.559298
441.8,2090,2290.893548
207.8,1190,2328.015358
74.36,518,2328.492437
101.7,685,2329.078529
284.26,1413,2341.379227
268.2,1210,2394.588089
-15.74,213,2394.96833
192.64,1032,2396.814435
155.76,988,2398.554195
9.94,297,2399.077919
-2.24,288,2420.905637
581.58,2479,2498.230048
23.04,352,2498.938913
243.16,1158,2501.115878
-15.76,212,2501.530925
48.18,409,2502.324589
113.9,695,2589.892303
10.7,335,2590.516063
99.24,562,2591.558765
88.1,605,2592.659595
232.98,1249,2595.020273
10.8,340,2595.651525
60.8,440,2596.485762
48.88,444,2668.478105
193.54,1077,2698.834629
-3.6,220,2699.222907
-16.02,199,2699.581258
-15.9,205,2699.938646
-15.74,213,2700.318046
21.96,298,2700.840936
35.76,388,2701.52711
9.76,288,2702.045741
-2.28,286,2702.542776
-15.88,206,2702.901221
166.82,941,2746.518536
24.6,430,2746.927532
36.68,434,2747.358485
24.66,433,2766.755555
102.34,717,2767.41463
-3.66,217,2767.65571
-16.08,196,2767.851233
35.44,372,2768.188567
-16.0,200,2768.378292
-2.64,268,2768.601815
-3.72,214,2768.815599
-2.34,283,2803.607352
49.62,481,2804.07732
-15.94,203,2804.261599
48.62,431,2804.618341
-3.52,224,2804.836831
48.56,428,2805.193051
48.0,400,2805.548569
21.96,298,2824.404029
36.04,402,2824.802942
-3.6,220,2825.049597
23.5,375,2825.803573
-3.8,210,2826.211414
103.28,764,2901.871181
-15.86,207,2902.244293
60.92,446,2903.121397
-15.96,202,2903.544528
-3.78,211,2903.955688
62.92,546,2904.967228
22.92,346,2905.608382
38.16,508,2906.554357
-15.78,211,2906.956164
50.46,523,2949.554735
50.5,525,3031.105567
63.54,577,3032.198985
87.98,599,3033.336912
22.86,343,3033.988306
37.28,464,3034.863194
87.18,559,3036.19819
-3.64,218,3036.645813
50.6,530,3037.565355
74.44,522,3038.395586
89.36,668,3110.625398
24.42,421,3111.771012
-2.16,292,3113.230497
-15.78,211,3113.618233
10.44,322,3114.010658
49.4,470,3114.539769
23.58,379,3114.987849
116.98,849,3115.934449
113.7,685,3116.776695
50.56,528,3165.57931
36.92,446,3166.139738
24.3,415,3186.202304
23.62,381,3186.644004
130.16,908,3187.614665
101.2,660,3188.316911
10.02,301,3188.614194
-15.6,220,3188.900568
64.14,607,3233.050095
49.38,469,3233.683104
35.3,365,3234.107027
-15.9,205,3234.322295
10.78,339,3234.655822
24.22,411,3254.693151
9.7,285,3255.042718
100.24,612,3255.708795
9.98,299,3256.000066
63.18,559,3256.653873
60.72,436,3303.698124
-3.74,213,3303.98804
-2.62,269,3304.256974
11.08,354,3304.624344
21.62,281,3304.936847
128.76,838,3305.837963
76.44,622,3306.488534
-3.54,223,3328.198109
88.38,619,3328.898205
88.48,624,3376.805245
89.1,655,3377.547879
-15.88,206,3377.811281
23.06,353,3378.169866
49.16,458,3378.719069
-2.8,260,3379.04203
-15.7,215,3379.274876
52.54,627,3380.006881
23.36,368,3380.419085
36.98,449,3380.928968
-3.74,213,3397.73593
158.7,1135,3444.815235
9.74,287,3445.110298
234.44,1322,3446.504946
115.0,750,3447.341964
9.9,295,3447.690296
9.7,285,3448.021826
9.3,265,3494.137964
151.98,799,3518.347428
-3.5,225,3518.598635
115.42,771,3519.416605
24.02,401,3519.873152
127.32,766,3520.848816
23.56,378,3521.269103
-2.46,277,3521.550812
126.18,709,3566.581497
47.72,386,3567.024232
48.68,434,3567.510624
63.82,591,3586.510262
74.26,513,3587.088043
163.28,764,3587.989547
37.88,494,3588.457174
439.44,1972,3633.880245
22.12,306,3634.207025
48.6,430,3634.692273
125.42,671,3658.196771
86.28,514,3658.800112
99.7,585,3659.430698
24.66,433,3705.324935
86.76,538,3705.978303
-15.96,202,3706.205904
36.96,448,3706.76473
101.42,671,3707.51878
-16.08,196,3707.801854
-16.02,199,3708.208606
23.94,397,3708.815562
9.82,291,3709.133376
228.78,1039,3776.348511
-15.84,208,3776.557862
127.5,775,3777.41219
23.42,371,3777.859174
-15.94,203,3778.067549
10.04,302,3778.482209
36.6,430,3778.98576
-16.02,199,3779.219768
60.76,438,3779.831678
9.7,285,3780.253502
50.5,525,3780.993409
9.42,271,3853.541141
48.7,435,3879.216921
-15.8,210,3879.403944
48.96,448,3879.811971
62.26,513,3880.409676
-15.94,203,3880.641239
9.52,276,3880.916968
10.0,300,3881.227475
10.94,347,3881.549398
-16.26,187,3881.709082
9.72,286,3882.012266
9.48,274,3882.320811
88.08,604,3922.877666
9.56,278,3923.167989
48.58,429,3923.670542
36.94,447,3941.554551
22.74,337,3941.914058
9.22,261,3942.155632
-16.0,200,3942.326921
9.88,294,3942.577177
-15.86,207,3942.804996
-16.1,195,3942.997579
-16.04,198,3943.189344
-15.66,217,3943.403864
35.4,370,3943.731858
-16.12,194,3943.913286
35.0,350,3944.267864
-2.58,271,3995.343691
9.64,282,3995.609064
35.78,389,3995.982291
22.88,344,3996.392548
9.58,279,3996.677212
204.64,1032,4018.030906
-15.84,208,4018.216602
-2.2,290,4018.491988
11.44,372,4018.847693
49.14,457,4019.2756
61.32,466,4061.585555
-15.94,203,4061.801497
63.7,585,4062.379994
137.1,655,4062.987444
-15.92,204,4063.182279
37.98,499,4063.661472
-16.28,186,4063.835395
9.78,289,4085.320943
48.74,437,4085.686615
324.06,1603,4123.615986
9.68,284,4123.884841
-16.08,196,4124.042991
128.66,833,4124.845289
-2.6,270,4125.06926
75.92,596,4125.688636
113.86,693,4126.332559
