#{"t_start": 1764699795.7594957, "env_id": "None"}
r,l,t
-16.04,198,170.726326
-16.0,200,170.937994
11.34,367,171.25021
-16.0,200,171.408226
9.92,296,172.024412
23.24,362,206.246905
-16.04,198,206.633623
-16.04,198,207.006056
-15.96,202,207.343448
-16.02,199,207.685697
-15.9,205,208.04842
-16.02,199,208.406061
-15.94,203,208.767687
-16.0,200,209.103135
-16.02,199,209.433742
-16.06,197,209.776865
-16.04,198,210.100379
-16.04,198,210.433238
10.08,304,210.966298
-15.94,203,211.298191
-15.94,203,211.661395
-15.94,203,212.022586
-15.88,206,212.387883
-2.06,297,212.937827
-15.86,207,258.361237
-15.96,202,258.723907
-15.98,201,259.068844
-15.88,206,261.018097
-16.12,194,261.364768
-15.86,207,261.731138
-15.96,202,262.070965
-3.84,208,262.412237
-15.9,205,262.748578
-16.06,197,263.071383
-15.88,206,263.407038
-15.82,209,263.749727
-16.08,196,264.083222
-16.0,200,264.427721
9.52,276,264.90655
-3.9,205,265.26475
24.26,413,265.963816
-16.06,197,266.18427
37.3,465,309.693717
36.54,427,310.082204
-16.12,194,310.228444
-3.82,209,310.424236
-16.04,198,310.612597
-15.76,212,311.610669
9.5,275,311.911615
-16.08,196,312.094049
35.64,382,312.500282
-15.9,205,312.699687
-15.94,203,312.882364
9.92,296,313.184512
-15.92,204,313.394952
-2.6,270,313.659412
-15.98,201,313.836808
-15.9,205,314.056828
-16.0,200,314.227488
-15.94,203,349.568679
-15.96,202,349.730697
-15.66,217,349.908056
-16.04,198,350.084567
-15.94,203,350.244585
-15.98,201,350.410601
-15.84,208,350.568109
-2.78,261,350.80016
9.9,295,351.090176
-16.1,195,351.233186
-2.74,263,352.392782
-2.44,278,352.610325
63.46,573,353.056693
9.36,268,353.278479
-16.18,191,353.442495
-2.72,264,353.682602
-15.84,208,385.150262
-15.88,206,385.303805
9.42,271,385.558326
24.58,429,385.960404
-16.08,196,386.105923
21.94,297,386.32847
-3.88,206,386.473985
-15.92,204,386.614998
-15.78,211,386.77802
-15.98,201,386.932806
61.06,453,387.283301
-16.06,197,387.446383
-16.08,196,387.589405
-16.02,199,390.449003
-16.1,195,390.611528
23.36,368,390.936155
10.02,301,422.573618
-15.76,212,422.731641
-16.06,197,422.875516
-16.06,197,423.032541
-16.08,196,423.173133
-15.94,203,423.341158
-15.86,207,423.505673
-15.86,207,423.656994
11.34,367,423.91606
9.42,271,424.146299
-15.74,213,424.334001
35.1,355,424.636848
-15.92,204,424.824986
-2.62,269,425.061764
23.0,350,425.380499
-15.98,201,425.533514
-15.8,210,425.731536
-15.86,207,458.802683
22.0,300,459.043422
-16.0,200,459.184928
-3.76,212,459.360949
-16.0,200,459.540481
-1.98,301,459.792062
101.54,677,460.372158
-15.92,204,460.526691
50.32,516,460.946295
-16.06,197,461.173339
-15.96,202,461.334359
-15.86,207,461.486867
-15.9,205,461.655929
-15.84,208,461.814954
-16.04,198,461.968032
10.1,305,493.769274
88.9,645,494.281234
49.1,455,512.844212
11.08,354,513.139468
36.92,446,513.556035
-15.82,209,513.76562
62.74,537,514.256116
-15.82,209,514.435151
-16.02,199,514.616679
-15.66,217,514.793695
89.38,669,515.339633
10.1,305,546.846478
11.32,366,547.113652
-15.82,209,547.260667
-15.98,201,547.438179
9.88,294,547.692784
62.26,513,566.340395
10.98,349,566.630546
90.52,726,567.255156
-15.98,201,567.43719
100.24,612,568.051758
38.72,536,600.641517
86.96,548,601.102713
63.82,591,601.598866
151.98,799,602.231638
-15.94,203,602.395664
-15.98,201,602.556806
126.52,726,621.144431
-16.12,194,621.30001
-15.94,203,621.463591
48.6,430,621.820622
72.86,443,654.223718
-15.88,206,654.406313
-15.88,206,654.617019
-15.98,201,654.775535
-2.84,258,654.995274
-15.96,202,655.178795
22.94,347,655.481955
191.38,969,656.284209
34.96,348,656.559755
-15.96,202,656.747013
62.04,502,674.962543
-16.06,197,675.129557
90.68,734,707.386011
115.5,775,708.089915
115.44,772,708.719282
-16.02,199,708.924414
-15.98,201,709.120443
-1.98,301,709.360651
-15.92,204,709.538671
-2.68,266,709.767216
74.38,519,710.22213
114.74,737,763.576258
35.4,370,763.871304
60.86,443,764.276966
48.46,423,764.656535
-15.88,206,764.815814
166.14,907,765.655896
37.22,461,766.140939
23.44,372,766.488542
23.26,363,766.825616
60.98,449,799.563074
61.38,469,799.955604
10.88,344,800.268231
89.8,690,819.127334
62.7,535,819.618228
10.0,300,819.91777
-2.58,271,820.141806
9.36,268,820.406348
88.24,612,820.947012
9.44,272,853.38329
282.36,1318,854.496485
63.06,553,854.989487
-2.72,264,873.168983
115.42,771,873.888315
48.66,433,874.276874
142.64,932,907.700747
35.18,359,908.078039
24.44,422,908.488874
102.1,705,909.174712
-3.72,214,909.367908
-15.74,213,909.603441
515.9,2195,962.846383
465.54,2077,964.778778
113.86,693,965.389508
111.72,586,965.947931
156.9,1045,1017.977798
165.86,893,1018.823625
387.96,1798,1020.525272
9.92,296,1020.792804
-3.7,215,1020.976342
258.08,1304,1072.308712
125.6,680,1072.9935
35.16,358,1073.350632
21.58,279,1073.624157
116.02,801,1074.364613
126.5,725,1075.087578
47.16,358,1107.725317
984.98,4049,1162.857676
-3.66,217,1163.075815
-3.76,212,1163.26738
-3.58,221,1163.442962
23.26,363,1163.777352
61.12,456,1164.177465
48.58,429,1164.5355
115.66,783,1183.394924
9.68,284,1183.668954
205.12,1056,1184.695603
21.9,295,1217.061072
36.36,418,1217.471646
-16.0,200,1217.668236
100.78,639,1218.314869
99.86,593,1218.903444
36.6,430,1219.292635
-3.56,222,1219.499842
9.68,284,1219.755662
233.22,1261,1271.010873
10.22,311,1271.24487
50.46,523,1271.72687
-15.98,201,1271.87887
10.08,304,1272.131871
168.68,1034,1273.086874
-3.8,210,1273.31187
-2.5,275,1273.54387
10.58,329,1273.800872
-15.84,208,1273.94587
35.52,376,1274.21387
137.3,665,1327.320627
-3.72,214,1327.474643
-15.76,212,1327.637799
37.04,452,1328.038268
23.48,374,1328.352794
63.94,597,1328.852593
-16.06,197,1328.996609
-3.86,207,1329.165883
-15.9,205,1329.324306
-3.74,213,1329.481336
23.94,397,1329.807852
-15.72,214,1329.954781
-15.98,201,1330.106798
49.18,459,1363.459979
24.6,430,1363.813978
62.2,510,1383.7387
63.84,592,1384.183358
-16.04,198,1384.349938
11.42,371,1384.741104
9.9,295,1385.025634
74.4,520,1385.4995
-15.84,208,1385.670971
-15.94,203,1385.826984
249.44,1472,1416.231133
117.02,851,1416.871798
-2.7,265,1433.551327
-2.56,272,1433.769348
-15.98,201,1433.984704
51.36,568,1434.440313
10.0,300,1434.669517
10.9,345,1434.946546
-15.96,202,1463.914938
-2.48,276,1464.113484
23.58,379,1464.416808
9.36,268,1464.606822
115.22,761,1465.163411
37.96,498,1465.541449
63.68,584,1465.998658
24.68,434,1483.220932
-2.48,276,1483.417454
24.1,405,1483.729557
24.4,420,1512.912317
62.64,532,1513.362988
11.3,365,1513.657526
126.14,707,1514.182289
62.64,532,1514.628865
75.66,583,1515.099408
-16.1,195,1515.265992
11.1,355,1515.531181
-2.38,281,1515.738703
115.1,755,1545.470596
-15.84,208,1545.627102
-16.18,191,1545.76212
-2.54,273,1545.970653
36.84,442,1546.292449
-3.68,216,1546.471456
9.74,287,1546.680745
101.46,673,1547.200796
11.56,378,1547.500831
-15.92,204,1547.65013
51.7,585,1548.127461
61.98,499,1577.142925
11.42,371,1577.433461
10.98,349,1592.329309
23.3,365,1592.626834
-15.94,203,1592.811129
-15.86,207,1592.978751
11.4,370,1593.240438
-2.34,283,1593.43254
88.38,619,1593.964607
-15.88,206,1594.11866
-15.94,203,1594.264957
-15.84,208,1594.407491
-3.9,205,1594.551656
35.84,392,1623.867642
-15.98,201,1624.024687
89.64,682,1624.561342
-15.72,214,1624.726365
-15.8,210,1624.864871
9.52,276,1641.566133
-2.6,270,1641.792288
23.56,378,1642.089807
24.56,428,1642.424121
-2.02,299,1642.690294
-15.88,206,1642.830803
-15.82,209,1642.993496
-16.12,194,1643.169126
9.42,271,1643.354492
50.54,527,1672.841983
-15.8,210,1672.9855
23.34,367,1673.261646
-15.74,213,1673.416662
141.68,884,1674.079273
-16.02,199,1674.268288
114.7,735,1689.416877
128.56,828,1690.131347
-3.74,213,1690.290621
-15.96,202,1720.232559
-15.74,213,1720.392571
-16.02,199,1720.566612
-15.88,206,1720.712126
-15.92,204,1720.892051
-15.88,206,1721.036568
-15.98,201,1721.178584
23.18,359,1721.456593
-15.9,205,1721.626109
11.22,361,1721.890806
-15.76,212,1722.036927
24.42,421,1722.335993
35.28,464,1722.671069
-2.48,276,1739.62947
-2.8,260,1739.836017
74.38,519,1768.656684
-15.98,201,1768.81977
-16.02,199,1768.961817
9.76,288,1769.19083
-16.02,199,1769.330846
-16.06,197,1769.467902
-3.58,221,1769.623913
-16.06,197,1769.770947
61.42,471,1770.132358
-15.8,210,1770.283749
-15.96,202,1770.418255
23.24,362,1770.698792
-15.92,204,1770.839937
9.32,266,1771.067501
36.9,445,1771.419881
35.4,370,1817.481973
23.46,373,1817.787523
48.94,447,1818.150687
9.48,274,1818.346766
-15.96,202,1818.498785
62.46,523,1818.916339
-15.7,215,1819.10192
-15.84,208,1819.281933
-2.8,260,1819.517949
-2.32,284,1819.732519
87.4,570,1820.156549
-2.52,274,1820.397073
101.02,651,1849.742222
-16.16,192,1849.887291
-2.48,276,1850.079319
141.82,891,1863.292881
10.02,301,1863.506287
35.62,381,1863.823538
-15.82,209,1863.995562
10.58,329,1864.243546
9.88,294,1864.465313
-16.02,199,1864.632508
36.2,410,1864.946746
35.5,375,1893.682582
-15.82,209,1893.834612
35.3,365,1894.094632
9.56,278,1894.298172
130.0,900,1894.998742
-3.72,214,1912.073024
11.34,367,1912.332919
9.82,291,1912.536592
-15.74,213,1912.691306
-15.76,212,1912.878322
35.36,368,1913.182893
74.96,548,1942.692795
-2.78,261,1942.913827
-15.96,202,1943.072938
87.72,586,1943.559407
35.54,377,1943.868603
-16.0,200,1944.023118
203.14,957,1944.753315
150.62,731,1954.923246
-15.96,202,1955.123791
35.9,395,1955.448816
-15.62,219,1985.423087
9.54,277,1985.632635
35.36,368,1985.903178
11.1,355,1986.156698
99.86,593,1986.578259
60.94,447,1986.925664
23.4,370,1987.197237
9.76,288,1987.433848
-15.9,205,1987.582381
22.98,349,1987.887429
11.4,370,1988.16196
-2.54,273,1990.921626
87.78,589,2019.971185
-15.9,205,2020.114684
9.36,268,2020.322006
23.42,371,2020.581939
86.76,538,2020.972971
-2.74,263,2021.16074
127.2,760,2021.725727
101.86,693,2022.263674
35.24,362,2022.532687
9.52,276,2051.312432
-15.88,206,2051.465441
99.96,598,2054.550974
-2.58,271,2054.757006
9.5,275,2054.957529
125.88,694,2055.543099
-15.92,204,2055.733113
141.2,860,2056.426188
-15.9,205,2056.589776
-16.02,199,2056.736501
23.6,380,2086.138697
47.5,375,2086.42122
62.26,513,2086.809798
-16.1,195,2086.95712
23.16,358,2087.233654
9.58,279,2088.429497
-16.26,187,2088.575007
62.38,519,2089.055664
47.38,369,2089.356184
62.3,515,2089.735947
9.44,272,2089.954979
-2.04,298,2090.167996
101.66,683,2119.368024
9.76,288,2119.577568
35.3,365,2119.867131
-15.6,220,2120.034697
114.32,716,2120.617543
191.9,995,2135.835761
77.14,657,2136.360206
9.8,290,2136.60976
49.7,485,2165.247615
-15.98,201,2165.394125
-15.78,211,2165.564646
74.58,529,2165.972723
74.34,517,2166.352116
-2.62,269,2166.57014
205.42,1071,2167.459707
9.72,286,2174.220611
-2.64,268,2174.426625
139.38,769,2203.927054
101.96,698,2204.465593
166.44,922,2205.200251
101.64,682,2205.783863
242.3,1115,2206.763014
101.58,679,2245.337873
49.08,454,2245.741685
178.26,913,2246.466541
244.58,1229,2247.386922
349.36,1668,2278.836964
-15.92,204,2279.007983
-2.78,261,2279.232545
9.96,298,2288.417281
-16.02,199,2288.699419
228.68,1034,2289.929701
126.22,711,2290.693534
-15.86,207,2290.863549
346.92,1546,2328.305413
154.78,939,2329.128039
74.42,521,2340.560627
-2.24,288,2340.848676
-2.82,259,2341.085204
23.68,384,2341.479742
178.54,927,2394.259643
232.44,1222,2396.455256
309.74,1487,2399.068921
176.78,839,2421.927143
34.84,342,2422.539217
73.2,460,2496.075595
62.16,508,2497.00101
129.66,883,2498.767075
23.74,387,2499.465886
49.1,455,2500.335163
152.86,843,2501.958216
73.56,478,2517.542824
23.16,358,2589.808686
23.22,361,2590.480994
21.92,296,2591.032478
35.48,374,2591.724982
127.58,779,2593.139866
113.74,687,2594.428576
322.02,1501,2668.436696
208.64,1232,2699.071122
64.68,634,2700.195915
74.04,502,2701.075547
76.1,605,2702.165253
52.04,602,2703.201377
192.68,1034,2746.78109
36.54,427,2747.191579
-15.78,211,2747.40591
-2.56,272,2766.660714
192.24,1012,2767.607262
75.4,570,2768.152824
89.68,684,2768.781293
35.06,353,2803.629493
76.1,605,2804.218216
-2.34,283,2804.455828
87.08,554,2804.945612
-2.4,280,2805.183002
9.46,273,2805.409899
-15.96,202,2805.606751
50.5,525,2824.67546
-2.7,265,2824.932901
36.64,432,2825.782273
35.8,390,2826.5752
35.88,394,2901.508489
9.88,294,2902.035526
48.68,434,2902.875748
102.82,741,2904.324507
49.82,491,2905.235783
155.1,955,2907.021225
-16.2,190,2907.353022
9.58,279,2949.523962
11.56,378,2950.223747
89.54,677,3032.077095
23.56,378,3032.788869
166.24,912,3034.527694
11.88,394,3035.253585
62.42,521,3036.573915
38.26,513,3037.467109
62.6,530,3038.301023
36.64,432,3092.017768
9.3,265,3110.597276
271.72,1386,3114.117373
48.82,441,3114.6478
75.88,594,3115.318215
-2.46,277,3115.634758
35.5,375,3116.058493
-2.52,274,3116.392747
-15.66,217,3116.663212
-15.82,209,3165.106504
-3.88,206,3165.350236
-2.44,278,3165.676032
21.7,285,3166.027677
-1.88,306,3185.991846
48.94,447,3186.478575
49.16,458,3187.028649
140.38,819,3187.906062
-15.82,209,3188.113644
92.26,813,3188.980458
21.64,282,3232.797185
-2.5,275,3233.098879
60.9,445,3233.690382
102.8,740,3234.490504
88.4,620,3254.753768
62.2,510,3255.355677
9.82,291,3255.655746
191.74,987,3256.75488
167.52,976,3304.419189
48.76,438,3304.880398
141.4,870,3305.813283
-15.88,206,3306.024532
9.58,279,3306.299844
88.54,627,3328.465851
24.3,415,3328.935772
-3.66,217,3329.164147
-15.76,212,3329.447031
75.66,583,3377.28331
-3.58,221,3377.53567
-3.54,223,3377.823708
9.26,263,3378.093907
23.6,380,3378.509626
9.64,282,3378.877913
62.88,544,3379.501488
64.66,633,3380.246787
127.34,767,3397.661539
116.04,802,3444.377884
104.1,805,3445.227643
-2.6,270,3445.489252
62.14,507,3446.047664
35.3,365,3446.442292
140.8,840,3447.385665
35.62,381,3447.831402
244.12,1206,3518.32123
-15.68,216,3518.560112
-2.24,288,3518.870423
-3.68,216,3519.102474
9.32,266,3519.378708
-3.74,213,3519.612236
9.56,278,3519.934278
-15.98,201,3520.16516
61.36,468,3520.794589
9.3,265,3521.091146
9.74,287,3521.401636
9.52,276,3521.694479
10.7,335,3566.29526
23.48,374,3566.732115
-3.7,215,3566.987399
-2.76,262,3567.246844
62.52,526,3567.840588
35.9,395,3586.636105
9.48,274,3586.949625
101.0,650,3587.737774
-2.82,259,3588.006435
75.46,573,3588.561563
73.94,497,3632.369361
34.76,338,3632.761886
77.98,699,3633.490651
24.3,415,3633.95411
-16.1,195,3634.16253
228.84,1042,3658.090596
37.06,453,3658.607926
-15.72,214,3658.865943
9.74,287,3659.187328
269.24,1262,3706.055126
101.24,662,3706.837404
216.88,1044,3708.273194
49.04,452,3708.895784
-16.16,192,3709.1334
-15.86,207,3733.341344
114.94,747,3776.275651
35.46,373,3776.641619
-16.0,200,3776.842179
36.5,425,3777.326574
436.94,1847,3779.589327
23.3,365,3780.143987
62.02,501,3780.802685
-16.1,195,3781.121276
24.74,437,3879.003159
23.06,353,3879.372349
86.4,520,3879.835296
23.06,353,3880.256165
126.28,714,3881.033148
11.16,358,3881.382464
24.72,436,3881.793689
423.58,1779,3923.631371
9.92,296,3941.328748
267.94,1197,3942.519138
216.44,1022,3943.529364
-16.02,199,3943.701773
-16.0,200,3943.873928
-16.22,189,3944.050223
-16.24,188,3944.260281
-16.18,191,3995.269984
61.92,496,3995.719409
165.0,850,3996.643816
9.8,290,3996.916803
-2.66,267,4017.458737
113.3,665,4018.175165
9.7,285,4018.440987
230.6,1130,4019.556515
113.04,652,4062.037606
141.88,894,4062.879071
50.18,509,4063.367529
73.64,482,4063.82218
86.96,548,4085.530528
101.44,672,4086.175753
23.88,394,4122.902216
-16.14,193,4123.068123
62.5,525,4123.600132
48.5,425,4123.981647
37.08,454,4124.457675
88.02,601,4124.970999
9.54,277,4125.252167
76.62,631,4125.86255
9.9,295,4126.15903
23.22,361,4147.101983
9.72,286,4147.33907
