#{"t_start": 1764699795.7534966, "env_id": "None"}
r,l,t
9.42,271,387.539403
-2.82,259,390.439496
-16.0,200,390.606023
-15.76,212,390.780039
37.0,450,422.56362
-15.8,210,422.722129
-15.88,206,422.870388
-15.86,207,423.031543
-16.0,200,423.178135
-16.0,200,423.344157
-16.0,200,423.503672
-15.84,208,423.655993
-16.04,198,423.797514
-16.02,199,423.936558
-15.94,203,424.10878
-16.0,200,424.284316
-15.94,203,424.463722
-16.02,199,424.625342
24.56,428,425.019844
-15.92,204,425.220487
-15.82,209,425.3895
-15.96,202,425.545514
-3.84,208,425.739535
-15.96,202,458.80768
-15.86,207,458.982911
21.78,289,459.186927
9.98,299,459.436972
-1.96,302,459.710554
-16.02,199,459.857566
-15.96,202,460.021589
-3.84,208,460.201638
-16.0,200,460.388671
-2.06,297,460.6222
9.26,263,460.839231
-15.9,205,461.015803
-16.08,196,461.22485
10.2,310,461.464865
-16.06,197,461.626422
-16.02,199,461.770443
-15.86,207,461.939033
-16.04,198,462.098539
48.6,430,493.990189
-15.94,203,494.137213
-15.88,206,494.332738
-2.9,255,512.699193
-15.98,201,512.878211
-16.02,199,513.04724
23.2,360,513.368484
-15.96,202,513.562034
86.8,540,514.067586
-15.92,204,514.259113
23.1,355,514.562678
36.64,432,514.92
-15.68,216,515.112521
23.66,383,515.41163
-15.92,204,546.844469
-15.96,202,546.987502
-15.98,201,547.13765
-16.08,196,547.276666
74.06,503,547.717782
-1.94,303,547.950277
-15.84,208,566.361898
36.3,415,566.722534
-16.04,198,566.886549
137.58,679,567.468694
-2.76,262,567.72271
-3.88,206,567.937742
9.26,263,568.18974
10.0,300,600.569518
-16.06,197,600.756032
-3.92,204,600.914125
89.44,672,601.489357
87.7,585,601.948507
-2.82,259,602.152126
9.32,266,602.357145
-15.88,206,602.537801
9.36,268,620.752385
75.3,565,621.203938
-3.82,209,621.373514
36.56,428,621.730115
-16.06,197,653.868058
-15.96,202,654.074205
23.46,373,654.418313
-16.02,199,654.622019
35.26,363,654.924766
61.6,480,655.34544
48.26,413,655.732118
10.02,301,655.973178
88.28,614,656.453237
-15.92,204,656.622507
86.66,533,674.861513
-15.88,206,675.03705
-15.98,201,675.197062
36.8,440,707.210483
178.7,935,708.039404
23.36,368,708.339612
-16.04,198,708.496636
61.46,473,708.947414
62.54,527,709.409651
-3.7,215,709.58567
74.36,518,710.028114
38.24,512,744.511005
35.38,369,763.517745
50.26,513,763.943304
88.22,611,764.507887
9.56,278,764.743535
10.0,300,764.976019
21.68,284,765.233573
-16.0,200,765.422599
-15.9,205,765.643389
269.66,1283,799.224749
190.92,946,800.028109
-2.68,266,800.290229
-2.64,268,818.771074
11.44,372,819.104335
35.48,374,819.453381
49.44,472,819.896771
-15.86,207,820.058292
216.68,1034,821.01252
-15.92,204,853.386292
87.82,591,853.867425
9.3,265,854.095955
102.16,708,854.709341
-15.98,201,854.887359
49.46,473,873.256017
284.72,1436,874.587397
166.56,928,908.057522
-16.04,198,908.228108
410.58,1729,909.949552
154.5,925,929.424477
-2.78,261,929.656546
207.26,1163,963.349497
-2.9,255,963.591284
166.8,940,964.439795
-15.86,207,964.613691
87.9,595,965.170186
37.0,450,965.565521
103.26,763,966.281812
48.76,438,1017.742755
117.14,857,1018.554369
23.08,354,1018.897131
35.34,367,1019.264951
151.28,764,1019.922644
272.12,1406,1021.265881
62.56,528,1053.966792
9.56,278,1054.206393
75.68,584,1072.707821
155.1,955,1073.640155
204.68,1034,1074.596628
286.36,1518,1108.406088
-16.1,195,1108.605657
23.26,363,1108.953189
22.82,341,1109.267254
23.84,392,1127.88435
-15.9,205,1128.072093
177.04,852,1128.956388
387.74,1787,1163.553469
127.56,778,1164.243972
-3.84,208,1164.419992
-3.62,219,1164.610301
75.16,558,1165.092186
35.64,382,1183.624897
36.58,429,1184.054988
362.9,1745,1217.811749
179.62,981,1218.798923
469.0,2250,1270.981869
-3.6,220,1271.148869
9.9,295,1271.390869
-3.66,217,1271.600869
-3.78,211,1271.777869
-15.64,218,1271.953869
-2.6,270,1272.194869
-2.72,264,1272.392869
115.3,765,1273.137869
103.8,790,1273.817869
-15.86,207,1273.961869
9.62,281,1274.160869
64.0,600,1327.218118
-16.06,197,1327.363629
-2.66,267,1327.553641
115.16,758,1328.228874
62.9,545,1328.690087
11.2,360,1328.954099
37.52,476,1329.330305
47.46,373,1329.602839
10.08,304,1329.861012
-3.72,214,1330.00629
103.12,756,1363.620977
10.48,324,1363.857977
-3.7,215,1364.009978
165.76,888,1384.232864
-2.64,268,1384.473833
-15.82,209,1384.705743
37.46,473,1385.137602
-16.08,196,1385.32648
23.02,351,1385.643014
36.9,445,1386.012251
11.28,364,1415.542131
101.54,677,1416.06412
24.68,434,1416.404142
23.46,373,1416.676558
36.62,431,1417.003307
-2.48,276,1433.703835
-15.98,201,1433.871939
-15.84,208,1434.086269
-2.68,266,1434.303287
-15.96,202,1434.452307
-15.62,219,1434.614321
-2.7,265,1434.848047
11.06,353,1463.918937
-2.72,264,1464.109483
167.52,976,1464.85338
9.78,289,1465.061397
-15.9,205,1465.205419
-3.86,207,1465.353434
-2.58,271,1465.56945
35.88,394,1465.873085
-2.56,272,1466.081164
-3.66,217,1483.147928
-16.0,200,1483.292439
-16.06,197,1483.433856
-15.96,202,1483.586368
10.84,342,1483.859294
-15.92,204,1512.872319
-15.82,209,1513.03543
-2.7,265,1513.273478
9.44,272,1513.495494
115.94,797,1514.097777
-15.96,202,1514.264795
-3.86,207,1514.439314
91.16,758,1515.055408
153.68,884,1515.7312
24.38,419,1545.182317
36.82,441,1545.535594
115.9,795,1546.123434
-3.72,214,1546.28444
-16.08,196,1546.449949
10.78,339,1546.696439
11.34,367,1546.98177
-16.06,197,1547.139288
10.7,335,1547.392323
-2.0,300,1547.625128
-3.66,217,1547.801924
-2.62,269,1548.009938
-15.8,210,1548.201967
23.58,379,1577.110924
-3.8,210,1577.284944
-15.94,203,1577.43246
-15.96,202,1592.19764
182.72,1136,1593.127795
115.9,795,1593.755568
9.62,281,1593.97911
-15.92,204,1594.13166
-15.9,205,1594.27646
-15.96,202,1594.41549
77.42,671,1623.924157
-15.9,205,1624.100196
-16.08,196,1624.261791
23.4,370,1624.528341
-15.92,204,1624.700369
-15.8,210,1624.838878
61.48,474,1641.676683
-15.82,209,1641.889289
-3.86,207,1642.039307
-15.92,204,1642.181808
62.0,500,1642.604787
-16.08,196,1642.757293
36.02,401,1643.056109
11.28,364,1643.344491
-15.8,210,1672.613444
-15.94,203,1672.752951
-3.9,205,1672.895992
-15.88,206,1673.036003
-15.8,210,1673.191143
62.42,521,1673.606181
-15.82,209,1673.761692
-15.66,217,1673.912763
-15.94,203,1674.05627
-15.94,203,1674.249287
-15.68,216,1674.412838
-15.92,204,1689.13525
-15.98,201,1689.310828
11.74,387,1689.618013
24.92,446,1690.029836
21.8,290,1690.242831
11.54,377,1720.312064
-15.92,204,1720.500105
-16.0,200,1720.642616
9.96,298,1720.89005
23.08,354,1721.13908
-16.12,194,1721.286579
-15.9,205,1721.446088
-15.9,205,1721.611106
-15.92,204,1721.7653
-15.9,205,1721.912806
-15.86,207,1722.055433
23.4,370,1722.307486
35.46,373,1722.584552
10.04,302,1739.547964
-15.92,204,1739.734982
-15.82,209,1739.881534
-16.14,193,1768.441645
10.84,342,1768.724242
23.38,369,1769.005816
-15.74,213,1769.16783
-16.06,197,1769.311336
25.16,458,1769.631912
-15.74,213,1769.788946
-3.72,214,1769.947458
9.88,294,1770.175867
-16.14,193,1770.317747
11.06,353,1770.556781
-2.7,265,1770.767298
-15.92,204,1770.91296
90.12,706,1800.642094
23.42,371,1817.555973
-15.86,207,1817.727015
23.0,350,1818.020544
-2.9,255,1818.213255
-15.86,207,1818.362765
-15.94,203,1818.514784
-15.84,208,1818.687805
23.2,360,1818.98841
-2.32,284,1819.223424
35.5,375,1819.549948
72.46,523,1819.937534
35.46,373,1820.227056
63.02,551,1849.529197
-15.7,215,1849.689714
9.66,283,1849.90081
-2.46,277,1850.092319
9.8,290,1862.844147
87.7,585,1863.29488
88.44,622,1863.785302
-15.96,202,1863.935053
23.92,396,1864.242544
-15.62,219,1864.416312
9.92,296,1864.650507
-2.82,259,1864.852237
-15.94,203,1864.999748
-16.12,194,1893.581074
36.46,423,1893.912609
-15.66,217,1894.067628
-2.78,261,1894.262177
-15.62,219,1894.415181
-16.02,199,1894.586692
9.4,270,1894.807653
50.26,513,1912.105023
9.66,283,1912.297556
61.92,496,1912.648305
74.5,525,1913.099218
10.42,321,1913.335858
-16.04,198,1942.559288
9.9,295,1942.831304
-15.9,205,1942.983835
48.54,427,1943.335384
-16.02,199,1943.511899
23.7,385,1943.815089
-15.9,205,1943.983115
62.54,527,1944.394749
-2.64,268,1944.595296
-15.82,209,1944.748317
-15.94,203,1944.892822
76.54,627,1954.987752
34.76,338,1955.325803
-2.78,261,1985.330577
-15.72,214,1985.485597
48.76,438,1985.814648
-15.92,204,1985.965684
-15.82,209,1986.114191
-16.24,188,1986.245699
-16.28,186,1986.375226
22.96,348,1986.654666
9.86,293,1986.867667
-16.02,199,1987.007171
50.36,518,1987.417845
-16.06,197,1987.55838
282.74,1337,2019.712636
23.38,369,2020.036175
9.44,272,2020.224189
-1.88,306,2020.461019
62.6,530,2020.850958
99.94,597,2021.267986
100.56,628,2021.739727
9.52,276,2021.962253
49.42,471,2022.316672
89.76,688,2051.407935
-16.04,198,2051.567443
-16.1,195,2054.316258
-15.84,208,2054.473971
126.8,740,2055.037034
195.74,1187,2056.05965
86.64,532,2056.486694
-2.86,257,2056.6855
-2.76,262,2056.871927
9.34,267,2086.194203
-2.5,275,2086.404218
74.14,507,2086.788797
35.9,395,2087.08715
10.08,304,2087.317161
-15.84,208,2088.463499
113.46,673,2089.064663
-15.96,202,2089.230676
127.86,793,2089.830468
-2.1,295,2090.061486
115.78,789,2119.329023
11.08,354,2119.591567
137.78,689,2120.128203
35.46,373,2120.434251
9.8,290,2120.677541
88.82,641,2135.621568
11.18,359,2135.88876
74.48,524,2136.307206
23.28,364,2136.623761
267.58,1179,2165.791189
-15.74,213,2165.961722
35.32,366,2166.219012
23.06,353,2166.507626
-15.94,203,2166.676298
62.24,512,2167.093153
114.64,732,2174.225609
-15.88,206,2174.387113
9.66,283,2174.586131
10.68,334,2203.736403
-2.76,262,2203.969053
-15.66,217,2204.136071
23.42,371,2204.425086
35.38,369,2204.709698
88.22,611,2205.202251
192.18,1009,2206.053391
9.34,267,2206.31741
191.16,958,2235.338833
-16.06,197,2245.29287
24.28,414,2245.681895
9.3,265,2245.870192
100.76,638,2246.398503
218.42,1121,2247.233753
544.24,2412,2288.142391
100.8,640,2288.977256
-2.62,269,2289.371936
464.32,2016,2291.365997
9.58,279,2327.703707
153.72,886,2328.460922
101.9,695,2329.069526
36.76,438,2340.433108
179.5,975,2341.370225
314.24,1712,2395.470242
34.7,335,2396.073824
101.4,670,2397.255024
190.52,926,2398.879809
127.32,766,2421.577873
310.6,1530,2497.07566
-3.54,223,2497.502738
466.3,2115,2501.595789
309.32,1566,2590.817563
116.5,825,2592.326902
-3.48,226,2592.741485
180.8,1040,2594.678856
21.9,295,2595.259388
88.34,617,2596.424751
76.14,607,2668.711855
9.62,281,2669.205965
193.6,1080,2699.573098
273.28,1464,2702.173263
9.56,278,2702.645556
9.68,284,2703.138792
23.42,371,2703.800548
23.3,365,2746.465927
63.72,586,2747.013787
9.54,277,2747.298885
116.2,810,2767.048892
-15.74,213,2767.247643
22.66,333,2767.55547
76.16,608,2768.157318
-2.42,279,2768.411266
75.76,588,2768.950304
74.92,546,2804.006048
-2.68,266,2804.256033
48.94,447,2804.625865
50.84,542,2805.093229
127.02,751,2824.364508
-15.96,202,2824.537308
-3.88,206,2824.755811
-15.98,201,2824.940408
37.5,475,2825.868908
-2.14,293,2826.48705
140.98,849,2902.240155
9.86,293,2902.824252
-15.9,205,2903.224475
62.3,515,2904.23104
-3.84,208,2904.615692
-15.72,214,2905.018551
11.02,351,2905.671322
74.96,548,2906.710964
-2.22,289,2907.222802
9.88,294,2949.417035
-15.94,203,2949.774684
-15.8,210,2950.172778
-15.72,214,3031.149619
36.52,426,3031.955939
179.7,985,3033.82611
22.1,305,3034.413785
23.76,388,3035.127697
-3.58,221,3035.506603
74.72,536,3036.856498
11.16,358,3037.492119
9.64,282,3037.947864
23.5,375,3038.526935
207.16,1158,3112.941676
-2.34,283,3113.515962
-15.88,206,3113.804441
63.74,587,3114.470663
23.88,394,3114.939009
172.0,1200,3116.30934
9.96,298,3116.669726
-3.6,220,3165.129002
-15.86,207,3165.366443
11.26,363,3165.805363
-16.04,198,3166.050607
101.4,670,3186.411487
10.06,303,3186.78082
138.82,741,3187.564737
129.38,869,3188.472262
-15.86,207,3188.691614
-16.04,198,3188.934997
-15.96,202,3189.158076
87.38,569,3233.346733
23.46,373,3233.794214
21.76,288,3234.134205
22.68,334,3234.459774
-15.66,217,3234.68504
9.24,262,3254.548123
74.56,528,3255.181741
22.18,309,3255.524197
74.96,548,3256.076661
76.42,621,3256.827751
10.86,343,3303.754659
10.62,331,3304.134317
-2.5,275,3304.442072
-15.9,205,3304.646952
63.28,564,3305.266039
36.46,423,3305.703171
11.08,354,3306.083431
9.68,284,3306.364491
87.6,580,3328.487257
23.52,376,3328.91413
-16.12,194,3329.113952
76.02,601,3377.021703
114.76,738,3377.875848
62.86,543,3378.460138
9.6,280,3378.822355
-16.2,190,3379.048116
-3.6,220,3379.284047
100.9,645,3380.032925
88.44,622,3380.728062
36.9,445,3397.816022
165.58,979,3444.715897
9.84,292,3445.035909
-2.64,268,3445.286568
-15.6,220,3445.502015
74.9,545,3446.099317
23.3,365,3446.49667
35.52,376,3446.901625
-3.72,214,3447.157393
48.14,407,3447.62753
76.04,602,3494.129112
24.7,435,3494.579117
-2.24,288,3518.262402
103.16,758,3519.085351
49.24,462,3519.575946
-16.24,188,3519.789045
-16.06,197,3520.03758
48.56,428,3520.563916
-2.52,274,3520.912792
9.66,283,3521.238036
89.28,664,3521.95626
-3.5,225,3566.42826
90.18,709,3567.213867
100.66,633,3586.288191
10.22,311,3586.628795
-15.86,207,3586.87761
86.32,516,3587.478328
-3.58,221,3587.760196
113.72,686,3588.425831
-3.78,211,3588.653831
9.8,290,3588.975079
-15.88,206,3632.466742
100.56,628,3633.11093
113.7,685,3633.900131
74.56,528,3634.476174
9.46,273,3634.787577
-15.66,217,3657.784601
-15.9,205,3658.031523
-16.02,199,3658.24215
-2.96,252,3658.54042
178.54,927,3659.533115
-2.52,274,3705.265046
-15.82,209,3705.54929
-15.98,201,3705.794373
-3.88,206,3706.03622
23.56,378,3706.479063
125.1,655,3707.223196
204.66,1033,3708.799326
61.68,484,3733.313543
23.58,379,3733.75785
89.5,675,3776.541885
49.36,468,3777.067515
203.88,994,3778.18768
165.64,882,3779.269931
111.94,597,3780.155194
140.08,804,3781.25971
125.06,653,3879.35897
9.7,285,3879.59439
48.58,429,3880.038698
9.9,295,3880.3906
34.62,331,3880.750383
49.14,457,3881.223282
-16.1,195,3881.415553
-2.38,281,3881.649865
36.94,447,3882.135456
35.06,353,3882.482524
295.7,1385,3923.992895
-16.1,195,3941.55603
36.64,432,3942.002907
-15.82,209,3942.198035
48.24,412,3942.549582
35.6,380,3942.943836
9.94,297,3943.237817
9.72,286,3943.509349
140.98,849,3944.310141
232.1,1205,3996.3495
36.78,439,3996.793123
10.02,301,3997.085367
335.16,1558,4018.923516
23.88,394,4019.290382
9.82,291,4061.419897
-16.28,186,4061.619734
35.5,375,4061.9997
9.6,280,4062.259615
62.64,532,4062.781627
9.9,295,4063.04142
125.36,668,4063.698146
-16.06,197,4063.866908
60.8,440,4085.487432
163.92,796,4086.247964
22.64,332,4122.913818
-15.9,205,4123.089457
153.18,859,4123.930859
218.84,1142,4124.988695
88.96,648,4125.654266
35.66,383,4125.999004
-2.42,279,4126.277224
