#{"t_start": 1764699795.7554963, "env_id": "None"}
r,l,t
9.82,291,547.845767
23.14,357,566.362898
49.08,454,566.767042
-16.08,196,566.913549
35.36,368,567.221646
-16.1,195,567.40868
-15.94,203,567.571201
-16.0,200,567.783218
48.74,437,568.213742
-15.92,204,568.395758
-15.94,203,600.69603
-15.88,206,600.870108
-15.76,212,601.041206
126.36,718,601.645891
64.14,607,602.125119
48.48,424,602.475289
100.74,637,620.969407
101.6,680,621.5351
-16.02,199,621.691116
309.36,1468,654.998274
-15.92,204,655.183794
35.68,384,655.534467
9.5,275,655.782121
151.72,786,656.407226
23.1,355,656.701012
-16.0,200,656.868519
-16.02,199,674.811512
50.28,514,706.880983
9.3,265,707.116979
191.12,956,707.951162
23.46,373,708.272105
21.8,290,708.499143
-15.84,208,708.687156
-2.66,267,708.950414
246.08,1304,710.082114
50.6,530,744.580162
89.72,686,763.838795
-16.06,197,764.003809
127.2,760,764.695533
-15.94,203,764.847823
75.06,553,765.339092
-2.6,270,765.62312
49.28,464,766.100936
86.78,539,766.60505
101.74,687,799.566073
-15.84,208,799.750583
-16.1,195,799.907598
-2.54,273,800.136616
-16.0,200,818.595065
49.8,490,819.006322
74.84,542,819.505906
113.68,684,820.122797
9.54,277,820.404355
-15.92,204,820.56544
75.72,586,821.096035
373.46,1673,854.715341
-2.56,272,854.956866
48.46,423,873.278018
48.88,444,873.724299
-16.02,199,873.894315
-2.12,294,874.171354
204.96,1048,907.686507
76.86,643,908.34028
169.36,1068,909.363908
180.16,1008,910.415839
167.7,985,929.865502
35.66,383,962.813875
9.54,277,963.095825
-16.08,196,963.278987
35.06,353,963.635795
11.28,364,963.93513
23.32,366,964.29178
50.14,507,964.738955
11.42,371,965.072671
268.06,1203,966.190301
47.78,389,1017.557246
-3.84,208,1017.792778
142.42,921,1018.643443
916.78,4239,1072.780329
1460.46,6223,1129.421932
88.38,619,1162.914291
9.72,286,1163.171868
-2.9,255,1163.389455
299.3,1565,1164.762809
183.64,1182,1184.034996
35.06,353,1184.350592
36.74,437,1216.85505
-3.66,217,1217.095603
9.58,279,1217.372136
114.72,736,1218.062332
-3.62,219,1218.312869
50.38,519,1218.823441
166.26,913,1219.672589
23.66,383,1220.064184
168.2,1010,1271.034869
-15.9,205,1271.189869
-15.9,205,1271.366869
-15.94,203,1271.55287
-16.06,197,1271.73387
-3.82,209,1271.892869
63.76,588,1272.381869
-16.06,197,1272.56987
-15.96,202,1272.779869
22.74,337,1273.08987
9.6,280,1273.384869
-15.88,206,1273.54687
36.7,435,1273.876871
36.7,435,1274.184869
37.84,492,1327.164616
-16.06,197,1327.309626
-16.0,200,1327.454133
-2.34,283,1327.669116
-3.62,219,1327.850243
-15.76,212,1328.054269
-15.78,211,1328.246871
101.66,683,1328.810601
11.14,357,1329.07361
35.56,378,1329.379818
-3.64,218,1329.535333
-16.04,198,1329.680346
11.32,366,1329.974783
91.22,761,1363.581978
-16.06,197,1363.742978
37.52,476,1364.075978
92.06,803,1384.238863
10.96,348,1384.586726
37.74,487,1385.060633
-15.9,205,1385.209193
-3.78,211,1385.437986
-16.08,196,1385.608015
24.16,408,1385.953745
37.4,470,1415.560131
63.42,571,1416.006119
-15.9,205,1416.165626
-3.56,222,1416.333639
-3.82,209,1416.490159
-15.94,203,1416.634386
10.8,340,1416.898799
-16.06,197,1433.505822
50.26,513,1433.984059
-3.64,218,1434.169776
34.98,349,1434.440307
75.8,590,1434.910543
9.72,286,1463.935441
-15.84,208,1464.085976
-2.88,256,1464.305784
76.62,631,1464.765853
-16.04,198,1464.908388
-15.9,205,1465.056398
24.22,411,1465.347434
-15.72,214,1465.505941
-16.08,196,1465.663978
38.26,513,1466.066164
24.9,445,1483.29744
102.74,737,1483.861295
75.28,564,1513.153972
9.88,294,1513.42899
-16.14,193,1513.566003
167.06,953,1514.313796
103.28,764,1514.952893
23.4,370,1515.241988
-3.6,220,1515.411016
-2.06,297,1515.628688
-15.86,207,1515.796705
-15.96,202,1516.560588
49.12,456,1545.443091
-16.0,200,1545.595102
36.78,439,1545.917327
-16.14,193,1546.053923
-1.98,301,1546.27644
-3.54,223,1546.461453
-15.96,202,1546.607089
23.18,359,1546.869264
-2.44,278,1547.105289
9.88,294,1547.315306
-2.6,270,1547.542621
-15.92,204,1547.68741
-15.74,213,1547.859431
-15.82,209,1548.031938
-15.96,202,1548.218967
208.94,1247,1592.422815
89.5,675,1592.991288
-16.08,196,1593.128795
-16.0,200,1593.27044
11.2,360,1593.522045
48.76,438,1593.906594
-15.92,204,1594.073618
-2.18,291,1594.282459
10.22,311,1594.497655
9.36,268,1594.714705
-16.02,199,1623.86564
-16.02,199,1624.018678
50.52,526,1624.435816
-15.66,217,1624.597849
-2.68,266,1624.798871
-15.64,218,1624.946893
36.56,428,1641.791287
-16.0,200,1641.963793
10.1,305,1642.176809
-15.9,205,1642.32504
23.6,380,1642.677789
-15.92,204,1642.817802
-15.72,214,1642.983313
-2.26,287,1643.223364
89.9,695,1672.824474
-15.62,219,1672.975497
-15.92,204,1673.125136
35.3,365,1673.390157
22.0,300,1673.641186
35.4,370,1673.907764
36.46,423,1674.257287
60.76,438,1689.171494
35.84,392,1689.486573
-15.88,206,1689.647418
-16.22,189,1689.822233
103.0,750,1720.219555
-15.98,201,1720.37257
-2.56,272,1720.596611
-3.54,223,1720.754144
-2.72,264,1720.976565
-15.8,210,1721.124072
-16.0,200,1721.276579
-15.74,213,1721.441088
-15.76,212,1721.613107
-2.78,261,1721.806299
-2.72,264,1721.993914
-16.0,200,1722.128434
-15.94,203,1722.266475
62.56,528,1722.658068
49.78,489,1739.790005
49.28,464,1768.548161
48.8,440,1768.9043
23.74,387,1769.20583
9.34,267,1769.391862
-15.88,206,1769.540414
9.78,289,1769.74842
47.14,357,1770.011847
-15.9,205,1770.171868
-15.88,206,1770.320747
-15.92,204,1770.456267
-15.96,202,1770.596288
-15.92,204,1770.766298
-15.92,204,1770.91096
-15.94,203,1771.094501
10.66,333,1771.364877
152.26,813,1817.781018
-2.72,264,1817.993544
-16.0,200,1818.158686
-3.6,220,1818.314765
11.54,377,1818.599296
-15.88,206,1818.776808
-15.9,205,1818.939341
11.3,365,1819.249424
-2.02,299,1819.516948
75.74,587,1819.953535
-16.16,192,1820.105548
-15.84,208,1820.267056
49.78,489,1849.519197
23.36,368,1849.790281
-15.96,202,1849.94181
-3.82,209,1850.086319
9.74,287,1862.831147
-16.24,188,1862.991658
76.28,614,1863.442779
21.36,268,1863.661793
-2.4,280,1863.873538
11.24,362,1864.16503
24.48,424,1864.485317
9.92,296,1864.734033
74.68,534,1893.565074
10.88,344,1893.841615
23.78,389,1894.117138
9.64,282,1894.328676
-3.78,211,1894.475185
9.48,274,1894.729651
10.4,320,1894.955677
-3.5,225,1912.034023
-2.46,277,1912.23705
35.66,383,1912.504083
87.1,555,1912.951569
-3.72,214,1913.131729
-15.9,205,1913.284174
-15.8,210,1913.449012
-15.94,203,1942.692795
35.54,377,1943.002844
35.72,386,1943.317965
35.74,387,1943.633926
61.08,454,1944.008115
-2.72,264,1944.219738
-3.88,206,1944.37675
48.26,413,1944.686811
-15.9,205,1944.830317
-15.82,209,1954.604712
35.26,363,1954.875244
24.82,441,1955.295801
35.5,375,1985.387087
9.38,269,1985.580633
-2.38,281,1985.79165
23.64,382,1986.073191
86.6,530,1986.441226
36.36,418,1986.782153
9.7,285,1986.98117
178.48,924,1987.689889
9.3,265,1987.935431
64.34,617,2019.479103
-15.82,209,2019.660124
-3.54,223,2019.875667
61.36,468,2020.206189
9.5,275,2020.420512
23.5,375,2020.694447
-3.84,208,2020.84796
126.32,716,2021.348945
-3.88,206,2021.492058
-15.96,202,2021.649566
-15.98,201,2021.813237
37.56,478,2022.192166
36.82,441,2022.518686
-16.04,198,2051.241328
-15.72,214,2051.402937
101.38,669,2054.536971
-16.0,200,2054.691997
100.12,606,2055.131548
-16.02,199,2055.293567
35.36,368,2055.639605
60.68,434,2056.016649
23.34,367,2056.29168
-16.02,199,2056.46419
9.4,270,2056.676347
-15.92,204,2056.822925
87.86,593,2086.389218
126.62,731,2086.94312
-16.08,196,2087.090149
-2.64,268,2087.295161
49.32,466,2088.674521
-15.88,206,2088.834549
64.12,606,2089.364183
9.6,280,2089.573208
101.2,660,2090.072489
61.02,451,2119.082506
-16.06,197,2119.219518
9.36,268,2119.441549
10.02,301,2119.661075
-15.96,202,2119.812132
-3.56,222,2119.992696
37.12,456,2120.369736
61.34,467,2120.741049
-2.0,300,2135.411718
9.46,273,2135.634572
36.68,434,2135.956268
35.96,398,2136.275699
256.54,1227,2165.530136
-16.14,193,2165.67168
138.12,706,2166.197509
-15.92,204,2166.358118
203.82,991,2167.17166
50.72,536,2167.610731
217.0,1050,2203.846915
232.42,1221,2204.829726
-15.72,214,2204.981235
-16.0,200,2205.150254
60.5,425,2205.517354
113.48,674,2206.080391
100.76,638,2206.662893
50.38,519,2235.294328
-15.98,201,2245.243706
60.84,442,2245.671896
113.9,695,2246.213847
100.44,622,2246.701618
193.94,1097,2247.555102
23.5,375,2247.884619
35.3,365,2248.176394
9.74,287,2278.115127
-3.68,216,2278.300783
87.72,586,2279.128514
9.5,275,2288.223409
74.3,515,2288.89774
246.16,1308,2290.420979
102.56,728,2291.1042
-15.96,202,2291.282399
-15.88,206,2327.569695
60.34,417,2327.895259
206.52,1126,2328.888014
-2.54,273,2329.120038
515.56,2178,2342.103526
192.94,1047,2395.758158
74.8,540,2396.715797
61.04,452,2397.522949
62.44,522,2398.433687
62.7,535,2420.698553
218.02,1101,2495.406681
411.82,1791,2498.828283
128.3,815,2500.343695
99.7,585,2501.473781
-3.56,222,2501.896981
23.26,363,2517.270982
151.42,771,2590.302439
140.9,845,2591.869781
-3.64,218,2592.266369
-3.8,210,2592.648223
-15.88,206,2593.023796
313.3,1665,2596.181961
114.2,710,2668.659575
-2.16,292,2669.174065
89.0,650,2698.776817
35.44,372,2699.434921
9.74,287,2699.942154
156.42,1021,2701.742463
231.74,1187,2703.839571
47.4,370,2746.488147
11.44,372,2746.845229
102.42,721,2747.526887
207.06,1153,2767.623345
50.56,528,2768.126894
23.54,377,2768.465254
49.24,462,2768.886635
-3.56,222,2803.630473
64.86,643,2804.254034
38.54,527,2804.703718
60.78,439,2805.073401
50.5,525,2805.545551
-2.16,292,2824.396989
232.94,1247,2826.292181
50.22,511,2901.470747
-15.8,210,2901.84972
-3.8,210,2902.228402
22.64,332,2902.882263
-15.62,219,2903.325236
9.5,275,2903.879253
23.68,384,2904.584382
22.96,348,2905.232012
48.32,416,2905.997183
74.34,517,2906.978424
-3.56,222,2907.368261
37.56,478,2949.888656
-16.02,199,2950.28493
9.6,280,3031.371893
64.02,601,3032.51506
11.02,351,3033.180964
-3.56,222,3033.604968
23.86,393,3034.360631
23.66,383,3035.06438
48.54,427,3036.110254
36.76,438,3036.985307
35.32,366,3037.619888
23.48,374,3038.190679
-15.92,204,3038.531157
-2.54,273,3091.999718
35.12,356,3110.68333
21.96,298,3111.532658
102.82,741,3113.832794
76.92,646,3114.558191
115.6,780,3115.456198
-3.7,215,3115.707037
-16.2,190,3115.91187
139.9,795,3165.06881
76.52,626,3165.812139
-15.9,205,3166.069798
23.26,363,3186.074297
311.46,1573,3187.831996
-3.54,223,3188.061223
-2.82,259,3188.315269
63.84,592,3188.970063
63.28,564,3233.089566
-3.68,216,3233.423758
153.96,898,3234.408696
49.92,496,3254.492983
-3.62,219,3254.77938
24.1,405,3255.258508
23.26,363,3255.640212
-3.74,213,3255.853879
-3.74,213,3256.065404
48.36,418,3256.568442
10.7,335,3303.475264
-2.24,288,3303.856553
22.12,306,3304.183061
-15.84,208,3304.422674
9.82,291,3304.720438
9.6,280,3305.02324
-3.7,215,3305.260386
9.42,271,3305.541561
-2.66,267,3305.831692
21.96,298,3306.131209
35.1,355,3306.516701
165.64,882,3328.970745
10.12,306,3329.331534
76.66,633,3377.246213
9.62,281,3377.557122
-3.8,210,3377.825657
23.64,382,3378.212963
-2.52,274,3378.529571
9.54,277,3378.891222
60.6,430,3379.385287
9.84,292,3379.714654
22.88,344,3380.115661
86.84,542,3380.714119
114.34,717,3443.926223
-15.86,207,3444.146766
262.8,1540,3445.789777
11.56,378,3446.20208
23.36,368,3446.576409
217.56,1178,3447.943855
88.92,646,3494.459486
23.28,364,3518.202702
23.5,375,3518.623151
37.8,490,3519.145973
9.58,279,3519.436164
-16.04,198,3519.654655
61.88,494,3520.240607
10.22,311,3520.657375
21.74,287,3520.985363
460.08,2404,3586.243138
232.5,1225,3587.692572
23.82,391,3588.080797
-15.64,218,3588.285409
-2.08,296,3588.589616
101.76,688,3632.604979
48.66,433,3633.058268
23.24,362,3633.467517
-15.7,215,3633.722587
-2.74,263,3633.986317
74.78,539,3634.588658
-3.78,211,3634.846406
153.28,864,3658.571849
-2.64,268,3658.884724
23.74,387,3659.298584
125.02,651,3705.459376
-15.8,210,3705.744538
37.08,454,3706.236874
9.68,284,3706.598352
62.16,508,3707.179579
37.0,450,3707.732954
375.2,1760,3734.044836
-15.9,205,3776.335315
125.68,684,3777.077868
50.28,514,3777.638332
49.08,454,3778.161932
180.34,1017,3779.378717
-2.28,286,3779.860253
23.52,376,3780.383849
-15.76,212,3780.655256
35.56,378,3781.228955
-2.58,271,3878.920565
-16.12,194,3879.145683
112.92,646,3879.720814
99.86,593,3880.40762
61.66,483,3880.920594
74.8,540,3881.468718
22.92,346,3881.781352
-16.02,199,3881.971252
100.62,631,3882.633765
35.56,378,3922.987343
23.64,382,3923.395244
9.66,283,3923.747414
23.6,380,3941.542783
164.68,834,3942.351822
-15.84,208,3942.530233
9.46,273,3942.81005
99.4,570,3943.368114
35.02,351,3943.689427
9.62,281,3943.938204
9.72,286,3944.235692
35.04,352,3995.389688
-2.44,278,3995.658401
-16.12,194,3995.835147
-15.86,207,3996.044838
88.72,636,3996.746327
-2.6,270,3997.001244
282.52,1326,4018.630312
-16.02,199,4018.820942
140.6,830,4061.443466
88.38,619,4062.091793
86.7,535,4062.601325
75.38,569,4063.125312
-15.94,203,4063.327137
-15.88,206,4063.51386
126.62,731,4085.420167
23.48,374,4085.741936
50.04,502,4086.250031
88.72,636,4123.186827
9.76,288,4123.494902
22.96,348,4123.837705
-2.18,291,4124.071214
35.68,384,4124.482574
23.1,355,4124.785746
9.5,275,4125.024669
231.9,1195,4126.220494
