#{"t_start": 1764699795.7574966, "env_id": "None"}
r,l,t
-15.86,207,386.04791
-16.0,200,386.203451
49.14,457,386.531498
-15.94,203,386.671997
23.28,364,386.955807
-15.82,209,387.121365
-2.68,266,387.323811
-15.9,205,387.495887
-15.98,201,390.306959
-2.56,272,390.568017
-15.82,209,390.745039
-15.94,203,390.928648
-3.82,209,391.109668
-15.9,205,422.659127
-15.94,203,422.801371
9.88,294,423.024537
23.24,362,423.30564
-16.02,199,423.470674
-16.06,197,423.614275
-16.02,199,423.755512
22.96,348,424.001557
63.52,576,424.513724
9.18,259,424.753477
9.44,272,424.985505
-3.74,213,425.202482
-15.84,208,425.370498
-2.02,299,425.62452
-3.94,203,425.783547
74.52,526,459.112927
-15.98,201,459.257441
-15.8,210,459.440972
-15.98,201,459.629046
-15.86,207,459.793059
-16.0,200,459.945081
76.32,616,460.481178
49.1,455,460.850232
25.08,454,461.28385
-16.14,193,461.424865
-15.86,207,461.593916
-15.78,211,461.748443
-15.94,203,461.911032
49.46,473,493.83778
22.98,349,494.108711
86.72,536,512.7262
-15.9,205,512.921214
-15.9,205,513.09024
100.66,633,513.664541
36.88,444,514.080585
-15.86,207,514.287121
-15.94,203,514.45415
-15.88,206,514.649186
-16.08,196,514.798694
-3.82,209,514.962011
-15.76,212,515.145027
-15.74,213,515.319126
-16.04,198,546.743954
-15.94,203,546.893996
-15.88,206,547.048646
89.42,671,547.571196
-3.78,211,547.774838
-15.94,203,547.920769
-16.1,195,566.318392
24.78,439,566.690534
-16.0,200,566.864549
9.22,261,567.065566
-3.84,208,567.259155
23.24,362,567.571202
23.24,362,567.963248
23.04,352,568.271249
101.2,660,600.967701
35.72,386,601.29473
10.0,300,601.551359
-15.9,205,601.714902
-15.88,206,601.874506
-3.86,207,602.046016
48.46,423,602.36765
36.5,425,620.708383
-15.98,201,620.879403
151.32,766,621.505098
-16.04,198,621.662609
23.28,364,653.968565
284.78,1439,655.268934
35.34,367,655.609969
115.24,762,656.220701
-15.9,205,656.394717
36.7,435,656.751012
50.22,511,674.972541
-15.8,210,675.147563
-2.18,291,707.00865
101.66,683,707.619535
48.52,426,707.997164
-16.0,200,708.177597
37.24,462,708.560648
-3.84,208,708.731281
9.36,268,709.001417
-1.96,302,709.272088
-15.94,203,709.433163
75.22,561,709.914228
-3.64,218,710.112621
-15.86,207,710.29413
139.92,796,763.695282
-15.92,204,763.854303
73.82,491,764.301966
-15.94,203,764.488887
141.68,884,765.233574
104.42,821,766.068935
61.98,499,766.552047
23.32,366,799.22175
176.9,845,799.950605
-16.02,199,800.120617
35.42,371,818.71857
-15.84,208,818.903583
-2.08,296,819.151334
230.2,1110,820.18632
-15.9,205,820.387348
50.74,537,820.866504
60.68,434,853.427292
87.66,583,853.906938
-3.58,221,854.105956
35.54,377,854.434978
284.76,1438,873.6933
99.96,598,874.22587
260.28,1414,908.142969
48.48,424,908.54238
126.36,718,909.234398
206.8,1140,910.416839
88.76,638,929.567028
167.04,952,963.035824
-2.06,297,963.327493
101.94,697,963.96113
74.94,547,964.463797
416.32,2016,984.790105
51.84,592,1017.911285
192.18,1009,1018.882131
272.8,1440,1020.217679
168.08,1004,1021.175354
204.86,1043,1072.221647
425.12,1856,1074.041908
574.06,2703,1108.990704
207.58,1179,1128.354785
47.56,378,1128.741347
-2.7,265,1129.036897
204.74,1037,1162.957291
521.84,2492,1183.305916
74.66,533,1183.836969
232.28,1214,1217.0876
103.14,757,1217.80675
518.14,2307,1220.074184
9.98,299,1238.904809
76.12,606,1270.961869
-15.78,211,1271.124869
-2.6,270,1271.347869
-15.7,215,1271.534869
-2.5,275,1271.782869
-2.66,267,1271.997869
-15.82,209,1272.18587
114.56,728,1272.844869
-15.88,206,1273.039869
-15.88,206,1273.269869
-2.56,272,1273.492869
50.22,511,1273.883869
50.5,525,1274.255869
-16.04,198,1305.725049
156.64,1032,1327.801243
51.76,588,1328.321383
168.12,1006,1329.125188
35.96,398,1329.442818
34.94,347,1329.694345
-15.94,203,1329.877543
37.66,483,1363.248977
75.08,554,1363.696978
-2.64,268,1363.881978
-2.68,266,1364.070977
64.36,618,1384.096355
-16.02,199,1384.244863
-16.0,200,1384.419833
11.34,367,1384.824611
10.82,341,1385.118497
-3.94,203,1385.305482
23.28,364,1385.637014
-15.78,211,1385.792982
-2.7,265,1386.030253
-16.16,192,1415.432622
101.28,664,1415.947
37.06,453,1416.284132
49.3,465,1416.632386
-15.96,202,1416.792292
-16.06,197,1416.940305
-2.16,292,1433.638832
51.64,582,1434.174776
9.96,298,1434.403802
50.66,533,1434.83804
-16.02,199,1434.973545
62.22,511,1464.171988
23.14,357,1464.453312
-2.56,272,1464.645346
-15.96,202,1464.805858
-2.74,263,1464.993891
-16.14,193,1465.129904
36.72,436,1465.438941
24.52,426,1465.776584
23.5,375,1466.073164
36.7,435,1483.29744
-16.22,189,1483.432859
-16.06,197,1483.582368
36.72,436,1512.7908
76.66,633,1513.314482
36.94,447,1513.670523
-15.96,202,1513.820745
9.74,287,1514.032271
24.54,427,1514.369313
64.38,619,1514.904384
-15.9,205,1515.050408
37.14,457,1515.416022
-2.08,296,1515.631697
23.3,365,1516.523067
10.96,348,1545.336581
-15.78,211,1545.485595
-16.16,192,1545.630101
-2.8,260,1545.828812
-2.7,265,1546.016656
-15.96,202,1546.170933
-16.02,199,1546.31044
-15.88,206,1546.48247
-2.36,282,1546.687744
11.34,367,1546.97377
36.26,413,1547.282303
22.08,304,1547.535995
-15.86,207,1547.684409
24.72,436,1548.039938
-15.9,205,1548.230967
9.34,267,1577.049418
-15.9,205,1577.196438
-15.68,216,1577.377452
24.6,430,1592.329309
-15.92,204,1592.494323
-2.5,275,1592.733621
50.24,512,1593.130797
9.92,296,1593.338944
10.64,332,1593.610562
-15.92,204,1593.785094
49.76,488,1594.165448
11.16,358,1594.41349
38.84,542,1623.829639
9.48,274,1624.043677
10.72,336,1624.324303
62.14,507,1624.706365
-2.26,287,1624.90038
-2.2,290,1641.608168
-16.08,196,1641.783781
-15.78,211,1641.964794
-16.04,198,1642.102807
62.64,532,1642.543275
24.98,449,1642.879805
-15.96,202,1643.037109
-15.96,202,1643.215364
9.94,297,1672.535675
-15.92,204,1672.683444
10.06,303,1672.892992
10.44,322,1673.122136
-16.0,200,1673.273645
-2.5,275,1673.486663
-15.78,211,1673.657186
-2.46,277,1673.854753
-15.96,202,1673.997766
51.66,583,1689.015793
-15.64,218,1689.22391
-16.08,196,1689.375516
-15.7,215,1689.558804
-16.14,193,1689.721255
11.22,361,1690.051603
-2.62,269,1690.246876
-15.78,211,1720.202554
-15.94,203,1720.35557
-2.12,294,1720.595611
9.58,279,1720.808544
35.64,382,1721.097072
9.3,265,1721.295579
23.58,379,1721.592107
-15.88,206,1721.752302
-15.98,201,1721.898805
-15.76,212,1722.044436
-16.16,192,1722.173939
10.98,349,1722.421495
-15.82,209,1722.578559
9.54,277,1739.523961
-16.02,199,1739.699982
-2.68,266,1739.893539
48.14,407,1768.631688
154.92,946,1769.350361
10.38,319,1769.577912
-15.82,209,1769.731419
-2.68,266,1769.919459
-2.4,280,1770.144357
-2.76,262,1770.330748
-15.96,202,1770.464771
36.74,437,1770.796298
-15.94,203,1770.94196
-16.1,195,1771.1195
-3.7,215,1771.30737
91.1,755,1817.6565
-15.84,208,1817.831522
-2.26,287,1818.08205
-15.66,217,1818.234254
10.0,300,1818.455271
-3.84,208,1818.613295
-15.98,201,1818.785312
-16.06,197,1818.947342
-15.9,205,1819.112917
22.54,327,1819.421441
50.5,525,1819.814024
-15.86,207,1819.966534
-3.48,226,1820.141548
-15.92,204,1820.302567
-2.42,279,1849.374181
-15.86,207,1849.552197
9.72,286,1849.764221
-15.96,202,1849.91581
9.54,277,1850.106835
22.14,307,1862.894149
-16.02,199,1863.035671
76.96,648,1863.508286
-16.04,198,1863.679792
-2.46,277,1863.88855
-2.72,264,1864.114022
-15.94,203,1864.272543
-15.78,211,1864.426313
-15.98,201,1864.594001
35.66,383,1864.88424
10.82,341,1893.572073
11.44,372,1893.868607
-3.52,224,1894.02563
9.58,279,1894.231665
-2.48,276,1894.429181
37.7,485,1894.832158
35.6,380,1912.020023
114.18,709,1912.52559
-15.72,214,1912.681305
141.64,882,1913.408506
-2.44,278,1942.705794
9.94,297,1942.952835
35.06,353,1943.24596
-15.9,205,1943.408384
-15.98,201,1943.578406
139.12,756,1944.190735
-15.86,207,1944.349749
-15.7,215,1944.509775
-2.5,275,1944.713808
-15.8,210,1944.862822
-3.76,212,1954.638218
9.56,278,1954.848252
75.86,593,1955.381308
74.7,535,1985.587633
9.44,272,1985.788651
9.62,281,1986.003684
-15.84,208,1986.147697
-16.0,200,1986.285709
48.98,449,1986.625487
35.58,379,1986.908667
-15.88,206,1987.054224
76.2,610,1987.528351
-15.92,204,1987.683889
-2.64,268,1987.933431
-15.92,204,1988.081443
-15.9,205,1990.781091
23.0,350,2019.585617
22.94,347,2019.916667
-15.9,205,2020.062683
9.58,279,2020.254191
139.26,763,2020.828955
-15.9,205,2020.96797
49.58,479,2021.309277
9.58,279,2021.504057
-2.2,290,2021.739726
-15.98,201,2021.906746
74.76,538,2022.309672
-2.76,262,2022.507686
9.32,266,2051.279836
294.42,1321,2054.902526
62.4,520,2055.298566
35.52,376,2055.651605
-15.92,204,2055.833631
286.14,1507,2086.131696
9.7,285,2086.347709
242.56,1128,2087.194656
35.52,376,2088.473499
63.64,582,2089.002158
-15.78,211,2089.166171
-15.78,211,2089.348183
113.52,676,2089.849468
23.66,383,2090.141992
36.7,435,2119.13701
9.5,275,2119.355024
-16.1,195,2119.502565
9.58,279,2119.714098
48.9,445,2120.061696
61.56,478,2120.445253
152.68,834,2135.563051
11.6,380,2135.84576
9.74,287,2136.086773
9.28,264,2136.275698
-15.96,202,2136.441712
129.08,854,2165.387121
-16.0,200,2165.550138
9.98,299,2165.776187
205.04,1052,2166.581136
-15.92,204,2166.765881
-15.68,216,2166.928896
-2.6,270,2167.152662
-16.08,196,2167.329685
100.58,629,2174.351113
230.2,1110,2204.116567
48.94,447,2204.461592
-15.92,204,2204.621104
9.56,278,2204.851723
75.8,590,2205.322761
9.46,273,2205.559851
9.6,280,2205.803862
9.72,286,2206.033391
280.22,1211,2235.300328
23.26,363,2245.418376
165.16,858,2246.116341
127.54,777,2246.73162
202.68,934,2247.450439
88.42,621,2247.991222
204.42,1021,2278.865474
-15.98,201,2279.029985
10.62,331,2288.158397
455.96,2198,2290.737532
154.28,914,2327.647198
23.8,390,2327.959262
165.14,857,2328.734486
438.16,1908,2341.458737
113.74,687,2342.054014
130.16,908,2395.421242
10.04,302,2395.964286
270.58,1329,2398.312147
-15.94,203,2398.660998
138.84,742,2421.307883
9.4,270,2421.828105
87.94,597,2495.594618
87.4,570,2496.633606
127.58,779,2498.14342
-3.8,210,2498.577454
-3.6,220,2499.000796
-15.86,207,2499.367358
362.04,1702,2517.302014
24.36,418,2589.680239
168.88,1044,2591.618595
35.52,376,2592.30324
35.42,371,2592.980463
273.62,1481,2595.780014
113.34,667,2668.196423
9.54,277,2668.704771
205.18,1059,2699.029856
-2.2,290,2699.544874
243.82,1191,2701.64458
77.66,683,2702.850295
-15.8,210,2703.214681
49.48,474,2746.280494
-16.02,199,2746.449294
89.84,692,2747.099015
9.72,286,2747.388661
-2.32,284,2766.661193
23.3,365,2766.993124
-15.94,203,2767.173447
49.9,495,2767.659803
11.42,371,2768.011873
-2.58,271,2768.265017
36.52,426,2768.634266
35.66,383,2769.00477
-3.8,210,2803.751748
103.34,767,2804.444757
60.92,446,2804.843377
-16.12,194,2804.997674
9.66,283,2805.238008
35.42,371,2805.583463
-2.44,278,2824.40855
36.42,421,2824.82914
11.36,368,2825.3921
-15.92,204,2825.81162
9.94,297,2826.430103
11.36,368,2901.323349
9.82,291,2901.84519
-15.98,201,2902.207729
9.7,285,2902.778585
-2.28,286,2903.346468
-15.7,215,2903.783463
62.64,532,2904.770609
-3.74,213,2905.163087
-16.0,200,2905.535063
-15.82,209,2905.91629
35.78,389,2906.664914
-16.06,197,2907.021715
104.36,818,2950.166715
9.76,288,3031.282547
-15.98,201,3031.659978
22.78,339,3032.311382
21.88,294,3032.859654
-2.34,283,3033.402758
-16.24,188,3033.758731
-16.2,190,3034.127995
21.54,277,3034.647792
23.4,370,3035.31438
127.26,763,3037.052857
9.58,279,3037.548363
35.72,386,3038.143336
-2.32,284,3038.610354
-15.72,214,3091.980842
48.86,443,3110.852114
102.68,734,3113.514015
62.02,501,3114.115787
37.42,471,3114.685305
36.94,447,3115.188133
61.96,498,3115.748138
49.38,469,3116.30534
11.16,358,3116.735379
47.7,385,3165.387613
23.14,357,3165.816805
251.48,1574,3187.226955
22.86,343,3187.575146
-16.12,194,3187.798198
22.9,345,3188.16279
-2.84,258,3188.410227
-15.66,217,3188.624594
102.52,726,3232.949278
-16.08,196,3233.200464
141.24,862,3234.264606
-3.78,211,3234.438411
-16.02,199,3234.65328
10.88,344,3254.608412
74.8,540,3255.256508
-2.08,296,3255.57036
-2.6,270,3255.842077
24.36,418,3256.297711
11.68,384,3256.756879
49.1,455,3303.847347
47.52,376,3304.252907
36.92,446,3304.728645
49.04,452,3305.214236
62.12,506,3305.752058
87.92,596,3306.364552
9.42,271,3328.153571
89.66,683,3328.912167
-2.8,260,3329.194968
60.98,449,3376.920495
23.42,371,3377.325013
62.56,528,3377.952998
-2.36,282,3378.24131
23.38,369,3378.688262
-3.78,211,3378.961494
23.68,384,3379.391921
86.98,549,3380.022812
22.2,310,3380.374215
153.04,852,3443.743801
-16.02,199,3443.949946
51.72,586,3444.599993
168.2,1010,3445.640166
156.8,1040,3446.762129
23.1,355,3447.170321
35.56,378,3447.613704
21.72,286,3447.94998
74.88,544,3494.364499
-3.56,222,3494.580279
-2.24,288,3518.263609
-15.68,216,3518.492774
35.58,379,3518.908728
23.44,372,3519.286137
36.54,427,3519.778343
89.64,682,3520.628945
35.3,365,3521.061811
-15.84,208,3521.294709
-15.72,214,3521.512622
9.46,273,3521.831368
-15.78,211,3566.281386
21.78,289,3566.61636
-2.3,285,3566.962201
77.62,681,3567.666654
10.14,307,3586.379781
9.98,299,3586.726336
11.46,373,3587.159688
75.82,591,3587.884963
10.02,301,3588.146073
74.76,538,3588.698223
181.08,1054,3633.080222
36.62,431,3633.576401
87.2,560,3634.192158
283.2,1360,3658.49431
-16.0,200,3658.697292
9.58,279,3659.033014
166.6,930,3705.506655
62.08,504,3706.08798
35.1,355,3706.507281
88.12,606,3707.209055
49.2,460,3707.797326
10.9,345,3708.386205
9.64,282,3708.835216
37.54,477,3733.349514
23.16,358,3733.76825
23.46,373,3776.26751
-2.6,270,3776.52246
9.86,293,3776.814711
-15.98,201,3777.074315
35.24,362,3777.462475
152.04,802,3778.442062
9.46,273,3778.778133
153.9,895,3779.941112
-2.3,285,3780.341998
76.14,607,3781.212644
86.74,537,3879.205709
-2.5,275,3879.451545
140.98,849,3880.330935
35.78,389,3880.758653
74.38,519,3881.300346
-16.2,190,3881.480558
36.18,409,3881.853061
60.94,447,3882.337155
115.34,767,3923.071153
74.9,545,3923.703654
-15.98,201,3923.961246
50.32,516,3941.858923
23.64,382,3942.228202
60.84,442,3942.594
9.64,282,3942.901474
179.12,956,3943.797893
9.72,286,3944.059294
154.02,901,3995.753618
-15.86,207,3995.958537
48.76,438,3996.46516
9.72,286,3996.755134
36.66,433,4017.455085
9.44,272,4017.764934
36.96,448,4018.213559
-2.58,271,4018.475175
9.64,282,4018.759593
192.72,1036,4061.587109
23.46,373,4061.963573
63.6,580,4062.534819
35.66,383,4062.892839
24.58,429,4063.291387
50.32,516,4063.798584
-2.6,270,4064.015496
454.1,2105,4123.610893
24.8,440,4124.001615
-15.8,210,4124.225479
-16.08,196,4124.429977
50.02,501,4124.869855
88.0,600,4125.479419
10.56,328,4125.773094
73.6,480,4126.241063
86.92,546,4147.325253
