#{"t_start": 1764699795.7534966, "env_id": "None"}
r,l,t
-3.8,210,208.347798
-15.96,202,208.708169
-15.9,205,209.056122
-15.96,202,209.387703
-15.94,203,209.743865
-15.92,204,210.078378
-16.0,200,210.41157
-15.8,210,210.78719
-15.98,201,211.123679
-15.94,203,211.475024
-16.06,197,211.815542
-3.9,205,212.18607
75.04,552,213.210982
-16.0,200,258.592147
-15.88,206,258.959337
-15.9,205,260.903772
-16.08,196,261.256253
-15.96,202,261.609893
24.26,413,262.307999
23.0,350,262.881279
-15.76,212,263.225815
-15.96,202,263.555649
76.08,604,264.58479
-3.74,213,264.950552
51.16,558,265.922302
-16.04,198,266.153388
-16.06,197,266.395536
23.28,364,309.752256
-16.0,200,309.951473
-15.94,203,310.118734
-15.84,208,310.286209
-15.98,201,310.478787
-16.0,200,310.64811
-15.8,210,311.652702
-15.98,201,311.88188
-15.92,204,312.083034
-15.74,213,312.262258
-16.04,198,312.513792
-16.06,197,312.702686
23.02,351,313.038404
-16.04,198,313.249511
-15.86,207,313.450952
-15.9,205,313.651408
-2.56,272,313.901317
-15.9,205,314.102978
-15.94,203,314.281001
10.4,320,349.717695
-15.96,202,349.868547
-15.66,217,350.075562
-15.94,203,350.235583
37.0,450,350.58811
-15.9,205,350.771651
-15.98,201,350.956666
-15.96,202,351.151679
10.0,300,352.328777
-15.76,212,352.50681
-15.88,206,352.663324
-3.82,209,352.806339
-16.0,200,352.952183
-2.88,256,353.186971
-2.54,273,353.418493
23.38,369,353.74329
-2.68,266,385.240795
-15.92,204,385.43881
-15.98,201,385.616249
9.86,293,385.888276
9.86,293,386.119446
-2.7,265,386.319466
-15.9,205,386.464983
-15.74,213,386.612493
-3.66,217,386.779019
-15.94,203,386.935806
37.06,453,387.286299
10.04,302,387.528404
-16.08,196,390.358988
-15.96,202,390.542017
-3.86,207,390.72104
-16.08,196,390.898122
-16.04,198,391.053664
-15.8,210,422.62762
-15.98,201,422.765641
47.7,385,423.064548
-15.88,206,423.208132
-15.98,201,423.374157
-16.06,197,423.530205
139.48,774,424.111788
36.42,421,424.479722
-15.98,201,424.655863
-16.0,200,424.835985
-16.0,200,425.016155
50.22,511,425.459007
-16.0,200,425.640028
114.84,742,459.136928
-16.06,197,459.28444
22.08,304,459.561479
-15.86,207,459.739058
-2.78,261,459.934081
-2.68,266,460.163618
47.34,367,460.483178
23.26,363,460.782719
22.12,306,461.046803
-15.9,205,461.248851
-3.76,212,461.415864
-15.72,214,461.582916
-15.88,206,461.740443
-15.98,201,461.899016
-16.14,193,462.062538
-15.94,203,493.772273
-3.74,213,493.926782
-15.86,207,494.094706
11.42,371,512.56117
74.3,515,513.021737
-15.98,201,513.189467
-2.56,272,513.433511
-16.04,198,513.632537
-15.98,201,513.829625
-15.9,205,514.012637
153.06,853,514.769696
-2.94,253,514.966011
23.6,380,515.287122
-16.08,196,546.710441
-15.96,202,546.863981
-16.02,199,547.013504
61.78,489,547.392173
-2.7,265,547.599257
23.34,367,547.910767
-3.58,221,566.328391
112.96,648,566.880549
-15.98,201,567.032058
-15.96,202,567.213646
35.58,379,567.546696
-15.98,201,567.757217
75.8,590,568.308248
-15.9,205,600.620518
100.66,633,601.154714
-15.88,206,601.32973
9.5,275,601.567865
127.96,798,602.190636
-15.72,214,602.360148
-16.04,198,602.533793
61.2,460,620.898403
35.42,371,621.198938
-15.94,203,621.364016
-2.94,253,621.572102
-15.94,203,621.742114
-2.9,255,653.949564
-16.08,196,654.123238
113.38,669,654.750529
-15.96,202,654.927766
-15.96,202,655.102286
-15.9,205,655.281936
35.24,362,655.619969
10.08,304,655.879673
-15.92,204,656.038688
-15.94,203,656.191701
87.48,574,656.671506
-15.96,202,656.823518
10.0,300,674.871512
-15.94,203,675.045048
105.16,858,707.418524
246.18,1309,708.539647
88.08,604,709.108934
-15.92,204,709.28308
87.88,594,709.787214
158.08,1104,763.448241
-1.96,302,763.717283
9.42,271,763.934305
-15.96,202,764.116329
36.56,428,764.513888
10.0,300,764.764816
232.24,1212,765.893912
9.54,277,766.200442
-16.0,200,766.359457
-3.78,211,766.573049
89.12,656,799.51555
-15.76,212,799.69658
-3.76,212,799.872607
310.34,1517,819.475905
23.0,350,819.797255
63.44,572,820.345825
320.92,1446,853.781335
48.52,426,854.154954
100.74,637,854.691342
559.26,2563,907.555991
36.48,424,907.976452
127.08,754,908.687886
-15.98,201,908.894909
165.06,853,909.745544
281.88,1294,929.585029
219.68,1184,963.281986
23.28,364,963.648795
63.76,588,964.186263
192.8,1040,965.10567
63.54,577,965.630143
78.56,728,984.785103
243.9,1195,1018.472322
206.82,1141,1019.573776
686.2,2910,1072.379712
61.54,477,1072.87897
243.08,1154,1073.965402
62.66,533,1074.474121
231.5,1175,1107.929837
141.18,859,1108.781683
-2.5,275,1109.062718
22.66,333,1127.601336
165.38,869,1128.445305
87.5,575,1129.057897
298.18,1509,1163.390455
62.64,532,1163.873375
-3.84,208,1164.06339
662.52,2926,1216.977557
191.52,976,1217.957824
479.88,2194,1220.103194
10.04,302,1238.929812
62.92,546,1270.933869
10.7,335,1271.191869
11.5,375,1271.511869
102.44,722,1272.130869
-3.76,212,1272.317869
-2.26,287,1272.568869
101.44,672,1273.250869
49.94,497,1273.667871
-2.76,262,1273.855869
90.76,738,1305.69605
-15.9,205,1327.154611
35.58,379,1327.431133
24.5,425,1327.759729
-15.8,210,1327.953752
-15.78,211,1328.150364
75.66,583,1328.647567
155.32,966,1329.394817
-3.78,211,1329.546333
24.8,440,1329.900542
24.14,407,1363.209978
-2.06,297,1363.431978
-2.64,268,1363.674978
35.46,373,1363.932978
-2.74,263,1383.67619
9.42,271,1383.890836
76.88,644,1384.394077
22.8,340,1384.757103
9.98,299,1385.045633
-2.46,277,1385.271194
49.38,469,1385.700476
63.94,597,1415.439623
-15.94,203,1415.586131
39.02,551,1416.017119
-16.1,195,1416.169626
-2.26,287,1416.39264
-15.86,207,1416.540182
-15.8,210,1416.707245
-2.54,273,1416.906305
-2.7,265,1433.580326
-16.02,199,1433.745347
-15.78,211,1433.950447
37.28,464,1434.345799
9.94,297,1434.566814
-16.0,200,1434.747914
-3.6,220,1434.909041
-15.74,213,1435.078053
36.86,443,1464.221494
37.2,460,1464.560818
23.96,398,1464.86038
-16.02,199,1465.003891
24.5,425,1465.307927
35.22,361,1465.585968
144.4,1020,1483.26444
62.46,523,1483.653048
24.36,418,1512.841805
-3.74,213,1513.007427
-2.6,270,1513.232974
21.96,298,1513.488493
-15.9,205,1513.642018
10.86,343,1513.910752
11.44,372,1514.180287
75.54,577,1514.670372
38.02,501,1515.072408
62.38,519,1515.482178
38.46,523,1516.464067
73.22,561,1545.45709
86.88,544,1545.86433
-2.46,277,1546.059425
23.3,365,1546.32844
-3.72,214,1546.505453
-3.54,223,1546.66973
9.3,265,1546.861271
-16.12,194,1547.020771
-2.78,261,1547.222795
11.12,356,1547.50783
-15.72,214,1547.66541
-2.52,274,1547.88143
-2.58,271,1548.11346
139.74,787,1577.358947
-16.1,195,1592.10112
-3.9,205,1592.292308
-15.94,203,1592.447815
88.66,633,1592.98375
-16.0,200,1593.124795
-1.96,302,1593.336944
-15.88,206,1593.478044
48.84,442,1593.862088
182.0,1100,1594.696713
-15.9,205,1623.851639
35.66,383,1624.158705
-15.92,204,1624.326311
21.96,298,1624.537341
-15.74,213,1624.711365
-16.0,200,1624.84387
-16.0,200,1624.981936
-15.66,217,1641.64017
-15.96,202,1641.82129
-15.8,210,1642.000299
-15.78,211,1642.147808
-3.8,210,1642.299832
11.14,357,1642.617787
-16.02,199,1642.773296
10.82,341,1643.030109
-3.6,220,1643.220363
-16.04,198,1643.356493
9.82,291,1672.679444
-2.1,295,1672.88499
62.54,527,1673.269645
63.92,596,1673.728693
-15.66,217,1673.885258
23.26,363,1674.17678
-2.64,268,1674.392333
272.44,1422,1690.144384
-15.78,211,1720.104048
11.52,376,1720.37757
23.3,365,1720.667126
-15.98,201,1720.833546
-2.6,270,1721.035568
-15.72,214,1721.186583
-15.98,201,1721.341581
-2.02,299,1721.575106
101.16,658,1722.059433
-15.98,201,1722.194939
-16.12,194,1722.340992
-15.78,211,1722.489016
11.4,370,1739.502961
-15.88,206,1739.678982
-2.8,260,1739.873531
-16.1,195,1768.435651
113.38,669,1768.960302
-2.84,258,1769.164325
-3.62,219,1769.323339
-15.98,201,1769.462381
-3.72,214,1769.614912
-15.82,209,1769.768946
9.52,276,1769.969964
-15.84,208,1770.139357
10.36,318,1770.36075
-2.76,262,1770.542771
-16.04,198,1770.708791
-16.0,200,1770.846936
-2.76,262,1771.0715
-2.58,271,1771.293522
-16.0,200,1771.442879
113.46,673,1817.749016
61.7,485,1818.151181
-3.74,213,1818.301769
73.14,457,1818.657298
-15.94,203,1818.817314
-3.7,215,1819.00341
-16.04,198,1819.156924
100.9,645,1819.707506
-2.08,296,1819.920534
-15.88,206,1820.084044
-16.1,195,1820.232059
-16.02,199,1820.414075
9.5,275,1849.461687
9.52,276,1849.682714
-3.62,219,1849.848289
-15.98,201,1849.994812
50.14,507,1862.917654
-15.98,201,1863.055762
-15.96,202,1863.198373
-15.9,205,1863.365192
-15.8,210,1863.508286
9.82,291,1863.75331
114.18,709,1864.322581
35.08,354,1864.593
256.16,1208,1893.945112
35.86,393,1894.229665
-3.86,207,1894.382675
22.02,301,1894.653205
113.82,691,1912.064023
10.0,300,1912.281565
9.78,289,1912.48193
-15.76,212,1912.637305
-15.92,204,1912.815816
-2.66,267,1913.040218
35.52,376,1913.323672
9.62,281,1942.607286
142.08,904,1943.373386
-16.18,191,1943.538406
49.0,450,1943.899602
-16.08,196,1944.050228
-2.58,271,1944.267242
-15.74,213,1944.430257
-3.92,204,1944.583295
154.62,931,1954.890244
48.44,422,1955.295801
-2.56,272,1985.309577
9.5,275,1985.510596
9.36,268,1985.709139
-15.96,202,1985.866167
86.18,509,1986.226697
74.42,521,1986.608272
-15.76,212,1986.786153
-3.9,205,1986.925664
-16.06,197,1987.065728
9.74,287,1987.296754
127.42,771,1987.928428
-15.98,201,1988.073441
9.7,285,1990.832089
9.52,276,2019.581617
99.9,595,2020.088684
11.2,360,2020.361512
-15.84,208,2020.507157
61.34,467,2020.852958
48.56,428,2021.148488
100.06,603,2021.588564
9.48,274,2021.803233
9.26,263,2022.013407
-15.82,209,2022.179166
-16.06,197,2022.319672
48.5,425,2051.205336
62.28,514,2051.608947
34.76,338,2054.464465
23.24,362,2054.759503
86.82,541,2055.16055
23.24,362,2055.479577
216.42,1021,2056.32568
22.78,339,2056.611775
48.94,447,2056.944432
-16.04,198,2086.208203
86.52,526,2086.597243
35.66,383,2086.897121
22.92,346,2087.157146
89.76,688,2088.710048
9.54,277,2088.965
-15.82,209,2089.128169
228.06,1003,2089.909977
-16.02,199,2090.059486
61.56,478,2119.087506
11.72,386,2119.392534
9.58,279,2119.589567
477.26,2063,2135.672569
23.36,368,2135.944265
-16.02,199,2136.12128
35.36,368,2136.406712
49.06,453,2165.037083
24.44,422,2165.367121
127.4,770,2165.966722
127.24,762,2166.54513
35.36,368,2166.851387
49.12,456,2167.244168
49.12,456,2167.598227
35.48,374,2174.42462
-2.62,269,2174.627793
74.44,522,2203.941053
99.48,574,2204.389084
36.64,432,2204.7267
269.32,1266,2205.773862
321.52,1476,2235.233824
23.12,356,2245.367376
-2.48,276,2245.629389
-16.0,200,2245.775685
179.28,964,2246.547323
-15.82,209,2246.701618
-15.86,207,2246.851311
9.68,284,2247.067525
-15.94,203,2247.215244
36.82,441,2247.588099
-16.0,200,2247.764112
-15.84,208,2247.944622
-15.98,201,2248.099887
23.66,383,2278.116126
193.16,1058,2288.199403
73.94,497,2288.853435
142.5,925,2289.949698
165.72,886,2290.856043
-2.62,269,2291.112202
-2.8,260,2291.332986
9.36,268,2327.669199
36.78,439,2328.017359
63.22,561,2328.546429
113.74,687,2329.120037
817.3,3465,2396.191992
-16.06,197,2396.534764
100.94,647,2397.681486
35.58,379,2398.346168
138.24,712,2420.913637
9.7,285,2421.430084
140.32,816,2495.631292
-3.58,221,2496.036039
112.42,621,2497.169063
10.84,342,2497.835316
100.42,621,2499.084137
228.88,1044,2501.051777
77.14,657,2502.32759
86.74,537,2589.599089
257.62,1281,2591.977402
296.94,1447,2594.651535
113.28,664,2595.925577
-2.38,281,2596.459848
140.46,823,2669.123777
9.82,291,2698.05869
22.96,348,2698.703016
60.92,446,2699.495727
49.96,498,2700.375871
24.56,428,2701.128739
74.84,542,2702.103274
60.78,439,2702.861359
87.14,557,2703.844383
-15.88,206,2746.3557
23.62,381,2746.700023
49.72,486,2747.161264
36.74,437,2747.564677
74.66,533,2767.071655
62.98,549,2767.604694
23.36,368,2767.966724
22.88,344,2768.288681
206.42,1121,2803.860705
-2.82,259,2804.108987
22.2,310,2804.374555
51.78,589,2804.895832
-3.78,211,2805.061644
117.02,851,2824.411549
22.52,326,2824.73403
37.0,450,2825.360463
9.78,289,2825.939944
-15.76,212,2826.405683
-15.94,203,2826.781358
77.48,674,2902.215744
338.44,1722,2905.525801
-2.48,276,2906.028621
101.54,677,2907.290974
74.66,533,2949.907755
-3.66,217,2950.34675
11.02,351,3031.557681
23.4,370,3032.267878
-2.48,276,3032.784655
-3.6,220,3033.208246
9.76,288,3033.753621
62.56,528,3034.756952
47.72,386,3035.442564
-2.56,272,3036.317266
76.48,624,3037.416019
-1.88,306,3037.933444
142.2,910,3110.551764
-3.56,222,3110.939949
-2.12,294,3111.93617
49.08,454,3113.604321
9.84,292,3113.965775
64.14,607,3114.659984
153.32,866,3115.639239
48.98,449,3116.166317
-3.78,211,3116.410056
-2.74,263,3116.734258
-3.52,224,3165.199353
103.3,765,3166.126292
63.24,562,3186.355333
-2.7,265,3186.670159
-15.66,217,3186.930916
21.8,290,3187.233003
36.86,443,3187.697245
-2.12,294,3188.013237
-15.78,211,3188.231642
49.96,498,3188.754401
-15.9,205,3188.986457
11.5,375,3232.892252
-3.44,228,3233.171571
23.04,352,3233.651288
10.96,348,3234.033991
23.42,371,3234.419325
-2.64,268,3234.695816
-16.28,186,3234.875021
-16.08,196,3254.707933
47.4,370,3255.153442
23.72,386,3255.57751
9.7,285,3255.862592
9.6,280,3256.166669
23.42,371,3256.59719
49.1,455,3303.66717
48.98,449,3304.187107
62.72,536,3304.765564
22.48,324,3305.106867
50.36,518,3305.645775
11.34,367,3306.056779
-3.58,221,3306.276056
36.88,444,3328.233451
153.98,899,3329.245249
9.72,286,3376.768648
87.82,591,3377.437428
61.28,464,3377.985704
102.38,719,3378.822355
140.32,816,3379.751156
36.68,434,3380.273808
-16.2,190,3380.470431
64.18,609,3397.728172
63.28,564,3444.172451
178.5,925,3445.172407
61.2,460,3445.637005
-1.92,304,3445.964217
50.36,518,3446.522427
62.04,502,3447.091585
59.68,484,3447.64704
114.1,705,3494.27179
38.1,505,3518.146077
-15.86,207,3518.376614
9.5,275,3518.682809
-2.1,295,3519.001539
37.6,480,3519.504409
-15.84,208,3519.743129
9.86,293,3520.088531
87.58,579,3520.844598
23.46,373,3521.258746
-3.78,211,3521.470893
-15.66,217,3521.710857
62.06,503,3566.509151
-2.24,288,3566.857913
-15.68,216,3567.069751
9.74,287,3567.408752
-15.96,202,3567.599704
89.42,671,3586.72167
166.5,925,3587.833015
-15.82,209,3588.026273
-15.7,215,3588.227988
295.5,1375,3632.957712
113.34,667,3633.706153
-15.92,204,3633.916505
61.18,459,3634.430627
101.2,660,3657.933256
48.26,413,3658.395965
-15.9,205,3658.619045
348.64,1632,3705.905191
9.44,272,3706.207393
23.38,369,3706.686097
87.36,568,3707.308981
63.78,589,3708.226718
22.94,347,3708.763105
35.76,388,3709.193239
88.78,639,3733.890918
-2.78,261,3776.283156
9.36,268,3776.537732
9.7,285,3776.821758
23.08,354,3777.242858
88.2,610,3777.934997
138.86,743,3778.857651
62.68,534,3779.5386
89.02,651,3780.430034
36.34,417,3781.068659
22.64,332,3878.855812
22.82,341,3879.229141
254.94,1147,3880.395782
23.22,361,3880.782141
86.64,532,3881.328838
-15.96,202,3881.519791
-15.88,206,3881.690237
100.46,623,3882.353912
35.64,382,3882.726141
-2.64,268,3922.978627
-15.94,203,3923.179226
-15.88,206,3923.414145
-15.9,205,3923.662268
9.74,287,3941.342416
-16.14,193,3941.576413
61.6,480,3942.064148
-16.2,190,3942.246997
-2.44,278,3942.488166
128.56,828,3943.302768
36.9,445,3943.710312
191.12,956,3995.443349
87.28,564,3995.986822
-2.62,269,3996.304325
9.64,282,3996.600013
-2.36,282,3996.877196
-16.08,196,3997.073606
101.54,677,4018.080576
9.5,275,4018.339075
74.72,536,4018.845609
22.84,342,4019.17654
-16.16,192,4019.343683
-15.96,202,4019.588593
273.16,1458,4062.829547
9.56,278,4063.071643
90.02,701,4063.758253
87.78,589,4085.510993
35.06,353,4085.820302
35.58,379,4086.20388
151.94,797,4123.31632
23.58,379,4123.682421
61.0,450,4124.090106
202.78,939,4124.97591
62.52,526,4125.533545
140.8,840,4126.307931
