#{"t_start": 1764699795.7474923, "env_id": "None"}
r,l,t
9.26,263,459.562484
-15.92,204,459.740062
47.94,397,460.045593
36.48,424,460.432184
-16.0,200,460.574695
77.24,662,461.185343
11.2,360,461.46387
-15.92,204,461.631427
23.32,366,461.90902
-15.98,201,462.077542
-15.84,208,493.791277
-15.94,203,493.940291
-3.64,218,494.113711
-16.02,199,494.281235
-15.98,201,512.606176
50.44,522,513.073245
-2.84,258,513.288979
-16.02,199,513.473516
62.26,513,513.967643
-15.78,211,514.156602
-15.9,205,514.352624
-15.82,209,514.532171
-15.98,201,514.717191
-15.82,209,514.869209
49.28,464,515.249541
-15.84,208,546.697446
-15.8,210,546.857481
-3.86,207,547.010506
100.46,623,547.500688
-15.96,202,547.667786
115.72,786,566.534038
10.08,304,566.822047
76.32,616,567.336158
-15.8,210,567.520698
11.1,355,567.885734
-15.92,204,568.090777
-3.8,210,568.266252
35.4,370,600.734034
61.24,462,601.108717
9.94,297,601.350739
22.16,308,601.61587
193.6,1080,602.484293
-16.06,197,602.646307
21.68,284,620.862896
48.42,421,621.200942
-16.04,198,621.362014
-15.9,205,621.534102
-3.74,213,621.702119
9.44,272,653.925568
333.22,1461,655.250938
-15.9,205,655.432953
38.34,517,655.900182
-15.9,205,656.054691
62.56,528,656.468241
180.32,1016,675.119564
-1.98,301,706.98462
22.64,332,707.292492
127.6,780,707.972169
218.16,1108,708.946421
11.14,357,709.272087
282.02,1301,710.37464
23.26,363,744.722779
-16.02,199,763.59226
23.76,388,763.909307
11.34,367,764.238462
-15.88,206,764.421482
-15.86,207,764.620402
-15.94,203,764.779819
-15.96,202,764.936895
166.84,942,765.838409
127.42,771,766.600054
76.06,603,799.494192
63.08,554,799.956608
-15.86,207,800.133621
74.58,529,818.860081
-15.96,202,819.048827
349.54,1677,820.570443
101.52,676,853.382783
-15.76,212,853.54545
194.26,1113,854.501491
88.82,641,855.075494
100.42,621,873.604051
203.32,966,874.47589
-2.62,269,874.700899
62.28,514,907.777037
142.2,910,908.65489
114.98,749,909.385911
-15.98,201,909.611438
-15.98,201,909.796541
113.82,691,910.530621
670.28,2714,964.210268
-15.92,204,964.374291
100.4,620,964.934434
60.96,448,965.324005
-2.78,261,965.568526
233.78,1289,1017.839783
518.34,2317,1019.979155
37.12,456,1020.433704
34.8,340,1020.767805
773.38,3669,1074.365101
360.74,1637,1108.263566
-16.12,194,1108.469095
9.46,273,1108.730179
-15.92,204,1108.936193
100.32,616,1127.738846
532.92,2446,1163.093323
201.8,890,1163.885379
140.58,829,1164.587507
113.84,692,1183.361918
-3.64,218,1183.565943
-2.52,274,1183.859973
-16.08,196,1184.041992
-2.78,261,1184.27008
468.44,2222,1218.524884
202.98,949,1219.447846
299.52,1576,1270.998874
-2.52,274,1271.205873
168.68,1034,1272.086877
50.14,507,1272.523873
10.84,342,1272.867873
10.0,300,1273.158874
-3.9,205,1273.377874
154.66,933,1274.076874
10.04,302,1274.291874
10.72,336,1327.158615
-15.82,209,1327.31363
104.22,811,1327.963756
62.68,534,1328.416984
23.26,363,1328.739094
9.98,299,1328.959102
23.36,368,1329.255132
-15.62,219,1329.419822
-16.04,198,1329.562337
37.92,496,1329.952784
36.24,412,1363.277982
11.38,369,1363.572982
50.2,510,1363.950982
77.1,655,1383.998348
-15.74,213,1384.155361
-15.94,203,1384.316942
-2.66,267,1384.595731
181.22,1061,1385.590509
87.82,591,1386.07596
-15.8,210,1415.485626
-2.38,281,1415.700644
181.52,1076,1416.524186
287.06,1553,1434.279289
23.44,372,1434.554818
-2.02,299,1434.81554
-15.9,205,1434.956549
-3.64,218,1463.935446
36.9,445,1464.29079
-2.42,279,1464.485316
-2.34,283,1464.689354
90.5,725,1465.221425
-16.14,193,1465.357438
-15.82,209,1465.511946
9.48,274,1465.734489
-2.54,273,1465.959661
36.3,415,1483.165936
62.92,546,1483.566372
9.26,263,1483.76956
-15.88,206,1512.797804
-16.02,199,1512.941326
9.68,284,1513.164976
36.82,441,1513.544503
-2.16,292,1513.771747
-15.9,205,1513.931758
-15.86,207,1514.080781
129.36,868,1514.827882
-15.82,209,1514.976897
36.88,444,1515.320996
38.6,530,1515.715206
117.08,854,1545.517599
-16.02,199,1545.666613
-15.98,201,1545.824816
-15.96,202,1545.967654
-15.66,217,1546.122438
-16.0,200,1546.272444
48.94,447,1546.618093
-15.92,204,1546.765947
11.44,372,1547.05579
23.82,391,1547.354823
-3.82,209,1547.529836
78.26,713,1548.093959
-15.84,208,1548.28248
23.44,372,1577.175446
9.48,274,1577.397456
23.08,354,1592.297313
23.3,365,1592.586838
24.74,437,1592.960644
23.36,368,1593.226444
-15.88,206,1593.36795
36.52,426,1593.733595
-16.02,199,1593.877092
-15.94,203,1594.052114
-15.86,207,1594.201957
-16.02,199,1594.339985
62.66,533,1594.739709
-15.86,207,1623.897161
-15.82,209,1624.068682
-15.66,217,1624.249796
-16.1,195,1624.395822
11.9,395,1624.700373
-15.72,214,1624.841883
-2.12,294,1641.549746
76.62,631,1642.066304
62.98,549,1642.50828
-15.96,202,1642.682791
35.34,367,1642.947315
-2.7,265,1643.178628
49.72,486,1672.635449
9.36,268,1672.82047
48.9,445,1673.136141
88.4,620,1673.620684
-15.88,206,1673.773697
-15.92,204,1673.915768
-15.96,202,1674.059274
-16.0,200,1674.249291
-15.92,204,1674.405338
-15.7,215,1689.129561
-15.76,212,1689.317337
9.4,270,1689.541181
-2.04,298,1689.787215
10.76,338,1690.094356
-15.68,216,1690.248836
-3.78,211,1720.205559
-3.82,209,1720.362577
-2.0,300,1720.606615
50.54,527,1721.015569
87.74,587,1721.453594
-3.66,217,1721.631114
-16.04,198,1721.778304
-15.58,221,1721.93681
10.08,304,1722.143439
48.34,417,1722.43751
-15.72,214,1722.597564
49.38,469,1739.716986
22.48,324,1768.364143
9.5,275,1768.585674
10.96,348,1768.865776
-15.8,210,1769.031821
48.5,425,1769.339343
35.44,372,1769.601916
-15.94,203,1769.751423
-16.0,200,1769.893462
-15.88,206,1770.057846
-2.7,265,1770.259408
62.46,523,1770.616286
-3.62,219,1770.793302
-3.86,207,1770.942964
-15.94,203,1771.124505
-2.44,278,1771.356377
23.06,353,1800.779304
-15.84,208,1817.560977
-3.78,211,1817.73402
-3.8,210,1817.897041
-15.82,209,1818.090552
-15.9,205,1818.23426
-16.14,193,1818.373769
-16.08,196,1818.520788
23.26,363,1818.815319
61.6,480,1819.218428
-1.98,301,1819.493952
9.54,277,1819.70551
-16.12,194,1819.844028
-16.28,186,1819.980541
-16.1,195,1820.134553
-15.82,209,1820.297569
60.68,434,1849.510201
35.3,365,1849.779228
-2.76,262,1849.977814
-15.98,201,1850.111335
9.8,290,1862.873152
-16.0,200,1863.028168
61.98,499,1863.398277
-2.58,271,1863.598292
9.84,292,1863.841542
48.68,434,1864.182027
-2.66,267,1864.393811
-16.08,196,1864.540824
49.1,455,1864.896244
22.9,345,1893.588078
-16.08,196,1893.756099
37.06,453,1894.080633
-15.7,215,1894.237669
-16.14,193,1894.38068
49.48,474,1894.773655
-15.72,214,1894.924681
-2.08,296,1912.055027
-16.04,198,1912.205041
49.14,457,1912.520089
-2.02,299,1912.742816
9.68,284,1912.995575
23.36,368,1913.284169
-15.98,201,1913.443016
-2.54,273,1942.748313
-3.64,218,1942.92683
-3.82,209,1943.091943
-15.84,208,1943.268964
35.32,366,1943.56941
-15.88,206,1943.740495
9.4,270,1943.950119
9.4,270,1944.16174
-15.78,211,1944.336248
86.62,531,1944.729815
47.72,386,1954.630718
35.04,352,1954.893248
9.78,289,1955.189298
9.94,297,1955.420312
-15.62,219,1985.397091
-15.66,217,1985.552128
-15.88,206,1985.706147
-15.92,204,1985.865169
-2.52,274,1986.061196
62.8,540,1986.436228
-16.14,193,1986.581242
9.94,297,1986.828161
23.1,355,1987.074733
-15.84,208,1987.239244
9.34,267,1987.452851
242.46,1123,1990.880639
-3.76,212,2019.583621
35.06,353,2019.919671
9.58,279,2020.116687
36.36,418,2020.430516
-15.68,216,2020.580942
-16.1,195,2020.73345
9.4,270,2020.921468
48.86,443,2021.236481
-16.1,195,2021.372455
49.32,466,2021.729832
102.12,706,2022.27668
178.74,937,2051.564447
99.76,588,2054.636482
35.74,387,2054.91453
-3.84,208,2055.062544
9.52,276,2055.283567
74.6,530,2055.775119
-16.16,192,2055.936146
9.5,275,2056.149159
-15.92,204,2056.305685
85.76,488,2056.703504
9.36,268,2056.894441
73.96,498,2086.394222
177.94,897,2087.06763
-15.98,201,2087.224657
87.06,553,2088.664523
101.68,684,2089.26068
74.38,519,2089.650771
-2.04,298,2089.872472
34.96,348,2090.138997
-15.96,202,2090.287505
-15.9,205,2119.117021
152.02,801,2119.728105
100.42,621,2120.224233
-15.9,205,2120.390743
-15.98,201,2120.55904
166.42,921,2135.718079
125.24,662,2136.236507
23.64,382,2136.566223
9.8,290,2165.044087
138.68,734,2165.616674
35.18,359,2165.902218
140.16,808,2166.51263
-15.86,207,2166.684302
-15.88,206,2166.852391
48.62,431,2167.216667
138.86,743,2174.337117
-15.82,209,2174.492624
-15.9,205,2174.665798
113.56,678,2204.086569
-16.2,190,2204.227078
138.94,747,2204.832215
-15.84,208,2204.97924
128.12,806,2205.668362
-15.86,207,2205.852376
9.72,286,2206.072395
9.88,294,2206.353935
-16.02,199,2206.531446
114.08,704,2235.327332
73.96,498,2245.587395
9.4,270,2245.789689
258.82,1341,2246.836798
140.24,812,2247.467442
35.72,386,2247.806116
204.54,1027,2278.563439
-16.08,196,2278.85198
62.58,529,2288.144893
62.58,529,2288.829437
-2.32,284,2289.25392
47.92,396,2289.707233
-16.08,196,2289.889794
166.2,910,2290.824045
23.02,351,2291.143728
306.92,1346,2328.393924
62.02,501,2328.846512
101.9,695,2340.423112
178.46,923,2341.303229
270.64,1332,2394.660599
402.54,1927,2398.098291
258.66,1333,2421.818435
177.7,885,2496.111384
113.26,663,2497.323463
9.64,282,2497.884778
9.56,278,2498.466727
-15.68,216,2498.893177
87.22,561,2499.933309
10.16,308,2500.507664
113.58,679,2501.823499
165.38,869,2589.740457
49.46,473,2590.621876
21.74,287,2591.155022
140.92,846,2592.702169
269.96,1298,2595.151613
296.66,1433,2668.977559
9.62,281,2697.871753
60.76,438,2698.69593
-15.74,213,2699.077059
104.62,831,2700.543226
22.64,332,2701.129613
74.92,546,2702.11029
49.1,455,2702.896457
195.1,1155,2746.734882
74.46,523,2747.237744
24.5,425,2766.647773
-15.72,214,2766.829236
76.36,618,2767.397878
62.86,543,2767.95355
9.56,278,2768.207709
141.5,875,2769.009235
102.82,741,2804.247828
-15.82,209,2804.428986
89.86,693,2805.023333
35.72,386,2805.349111
128.98,849,2824.737526
64.36,618,2825.722043
113.84,692,2901.286477
-16.16,192,2901.630599
-16.02,199,2901.98756
11.16,358,2902.677867
48.26,413,2903.510167
-2.44,278,2904.044917
-2.26,287,2904.571639
22.76,338,2905.201591
9.68,284,2905.730162
10.62,331,2906.323117
-3.46,227,2906.790418
74.08,504,2949.354069
-3.68,216,2949.733613
193.84,1092,3032.375524
-15.84,208,3032.762051
21.92,296,3033.331128
-15.96,202,3033.71261
-16.06,197,3034.09233
-2.64,268,3034.59755
64.16,608,3035.670693
-2.4,280,3036.593078
35.64,382,3037.240465
90.02,701,3038.397301
-3.64,218,3038.731724
9.94,297,3110.43444
9.28,264,3110.82205
9.86,293,3111.717491
220.12,1206,3114.418605
36.52,426,3114.924602
-15.92,204,3115.143555
9.62,281,3115.463187
219.28,1164,3165.035517
9.5,275,3165.358079
11.58,379,3165.81034
88.44,622,3186.133044
-15.94,203,3186.368503
129.62,881,3187.365914
50.12,506,3187.911349
99.92,596,3188.498846
180.78,1039,3233.183779
24.66,433,3233.749056
-2.58,271,3234.050794
-3.78,211,3234.300612
9.66,283,3234.581417
-2.56,272,3234.836579
61.34,467,3254.986448
-2.38,281,3255.312844
75.28,564,3255.890694
322.8,1540,3304.200815
141.46,873,3305.131824
164.96,848,3306.047811
36.92,446,3306.518068
22.0,300,3328.303162
-2.78,261,3328.606019
10.78,339,3328.992602
113.78,689,3376.968624
91.28,764,3377.86701
339.42,1771,3379.899726
73.6,480,3380.445079
86.36,518,3397.59819
127.9,795,3444.303493
23.48,374,3444.719874
22.06,303,3445.049626
9.9,295,3445.326536
47.38,369,3445.722727
194.44,1122,3446.939399
-3.68,216,3447.181858
-2.44,278,3447.504498
23.62,381,3447.956915
-3.7,215,3448.181223
-2.66,267,3494.30594
112.68,634,3518.336823
9.48,274,3518.642992
-3.68,216,3518.874697
-2.26,287,3519.180191
22.82,341,3519.537685
23.8,390,3519.999843
74.76,538,3520.689723
10.78,339,3521.075879
-15.9,205,3521.304207
10.7,335,3521.660683
62.56,528,3566.487532
125.14,657,3567.209518
-2.38,281,3567.539659
35.38,369,3586.300402
48.18,409,3586.756358
23.58,379,3587.211318
-3.54,223,3587.464713
49.12,456,3587.986247
37.2,460,3588.417966
37.12,456,3588.915885
75.52,576,3632.836003
-15.86,207,3633.011863
-15.94,203,3633.243597
151.78,789,3634.110264
36.52,426,3634.580776
191.84,992,3658.482235
-3.92,204,3658.688389
10.9,345,3659.095918
9.88,294,3659.407409
76.5,625,3705.559367
9.44,272,3705.870712
48.64,432,3706.372165
62.64,532,3706.994546
11.08,354,3707.415204
9.8,290,3707.800689
9.7,285,3708.317335
9.56,278,3708.759961
35.46,373,3709.173846
154.32,916,3776.284641
36.62,431,3776.711027
75.42,571,3777.340101
87.12,556,3777.986781
23.08,354,3778.446407
48.94,447,3778.978826
11.24,362,3779.367158
50.0,500,3780.16424
63.88,594,3780.99108
9.86,293,3853.908363
178.72,936,3879.670484
24.04,402,3880.101443
178.72,936,3881.141345
113.78,689,3881.796038
62.64,532,3882.354771
49.38,469,3882.80787
101.08,654,3923.474013
9.78,289,3923.847518
22.02,301,3941.548254
-2.54,273,3941.832963
-16.24,188,3942.022191
112.72,636,3942.580095
-16.04,198,3942.799145
294.06,1303,3944.023773
-16.02,199,3944.235503
-16.2,190,3995.241541
62.54,527,3995.725702
-16.08,196,3995.920843
9.32,266,3996.223188
48.96,448,3996.706219
48.94,447,4017.417742
9.86,293,4017.751206
48.9,445,4018.200465
22.84,342,4018.523546
192.18,1009,4019.504343
49.22,461,4061.802846
24.32,416,4062.208292
9.5,275,4062.481971
127.54,777,4063.203629
-15.88,206,4063.403519
-16.16,192,4063.573482
23.76,388,4063.930497
-15.64,218,4085.375044
9.92,296,4085.6214
22.9,345,4085.925764
60.18,409,4086.364019
362.66,1733,4124.379089
48.66,433,4124.770706
-2.04,298,4125.027524
35.64,382,4125.44072
86.84,542,4125.950813
9.44,272,4126.224426
